;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 21 MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN;
;Programa: 411M Dirección y Servicios Generales de Agricultura, Pesca y Alimentación;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
21.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;208,53;
;11;Personal eventual;;519,82;
;12;Funcionarios;;14.827,27;
;13;Laborales;;702,04;
;15;Incentivos al rendimiento;;7.398,21;
;150;Productividad;;6.774,05;
;151;Gratificaciones;;624,16;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.250,42;
;16000; Seguridad Social;920,78;;
;16200; Formación y perfeccionamiento del personal;323,27;;
;16201; Economatos y comedores;8,04;;
;16204; Acción social;231,53;;
;;TOTAL GASTOS DE PERSONAL;;25.906,29;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;1.570,00;
;202;Arrendamientos de edificios y otras construcciones;;1.110,00;
;21;Reparaciones, mantenimiento y conservación;;4.083,71;
;22;Material, suministros y otros;;12.462,38;
;22109; Labores Fábrica Nacional Moneda y Timbre;110,00;;
;22502; Locales;700,00;;
;22601; Atenciones protocolarias y representativas;35,00;;
;23;Indemnizaciones por razón del servicio;;2.425,83;
;24;Gastos de publicaciones;;320,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;20.861,92;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;23,17;
;352;Intereses de demora;;13,67;
;359;Otros gastos financieros;;9,50;
;;TOTAL GASTOS FINANCIEROS;;23,17;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;47;A empresas privadas;;10.073,32;
;471;Cumplimiento de sentencias de los Tribunales de Justicia;;73,32;
;472;Apoyo a gastos consecuencia de situaciones extraordinarias;;10.000,00;
;48;A familias e instituciones sin fines de lucro;;7.208,99;
;480;Subvención a la Comisión Gestora de la extinta CONCA;;188,00;
;482;Organizaciones Profesionales Agrarias y otras Entidades Asociativas;;1.776,06;
;483;Organizaciones Profesionales Agrarias y otras Entidades Asociativas para su participación y presencia internacional;;753,19;
;484;Sindicatos de Trabajadores de los sectores agroalimentario y medioambiental para la realización de actividades y proyectos de especial interés para el desarrollo de dichos sectores;;376,04;
;485;Subvenciones a organizaciones colaboradoras tramitación ayudas PAC;;4.000,00;
;487;Pensiones a familias de carácter civil;;4,00;
;488;Protección familiar;;7,00;
;489;Becas de Formación;;104,70;
;49;Al exterior;;2.219,94;
;490;A Organizaciones Internacionales;;2.219,94;
;;TOTAL TRANSFERENCIAS CORRIENTES;;19.502,25;
 ; ;;;;
;6;INVERSIONES REALES;;9.897,44;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;101,00;
;750;Subvenciones, indemnizaciones y ayudas;;1,00;
;752;Al gobierno de Aragón para financiar el Consejo Regulador de la Trufa y del Panel de Cata de la Trufa en Sarrión;;100,00;
;77;A empresas privadas;;4.100,00;
;770;Apoyo financiero por daños ocasionados por la sequía y otras causas extraordinarias;;4.100,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;4.201,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;82;Concesión de préstamos al Sector Público;;25.000,00;
;821;Préstamos a largo plazo;;25.000,00;
;82104; Financiación del Sector Agrario. SAECA;25.000,00;;
;83;Concesión de préstamos fuera del Sector Público;;124,20;
;830;Préstamos a corto plazo;;4,83;
;831;Préstamos a largo plazo;;119,37;
;84;Constitución de depósitos y fianzas;;10,00;
;841;Fianzas;;10,00;
;;TOTAL ACTIVOS FINANCIEROS;;25.134,20;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;105.526,27;
 ; ;;;;
 ; ;;;;
21.02;;SECRETARÍA GENERAL TÉCNICA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,02;
;12;Funcionarios;;2.573,03;
;13;Laborales;;248,16;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;354,18;
;16000; Seguridad Social;354,18;;
;;TOTAL GASTOS DE PERSONAL;;3.236,39;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;33,00;
;480;Becas de formación;;33,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;33,00;
 ; ;;;;
;6;INVERSIONES REALES;;155,00;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;3.424,39;
 ; ;;;;
 ; ;;;;
21.03;;DIRECCIÓN GENERAL DE SERVICIOS E INSPECCIÓN;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,02;
;12;Funcionarios;;6.677,38;
;13;Laborales;;1.952,39;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.226,79;
;16000; Seguridad Social;1.226,79;;
;;TOTAL GASTOS DE PERSONAL;;9.917,58;
 ; ;;;;
;6;INVERSIONES REALES;;8.791,36;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE SERVICIOS E INSPECCIÓN;;18.708,94;
 ; ;;;;
 ; ;;;;
21.04;;SECRETARÍA GENERAL DE RECURSOS AGRARIOS Y SEGURIDAD ALIMENTARIA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;71,15;
;12;Funcionarios;;1.584,77;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;189,55;
;16000; Seguridad Social;189,55;;
;;TOTAL GASTOS DE PERSONAL;;1.845,47;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;16,18;
;352;Intereses de demora;;16,18;
;;TOTAL GASTOS FINANCIEROS;;16,18;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;70,00;
;480;Becas de formación en general;;70,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;70,00;
 ; ;;;;
;6;INVERSIONES REALES;;4.474,35;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE RECURSOS AGRARIOS Y SEGURIDAD ALIMENTARIA;;6.406,00;
 ; ;;;;
 ; ;;;;
21.09;;SECRETARÍA GENERAL DE PESCA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;71,15;
;12;Funcionarios;;1.483,12;
;13;Laborales;;65,96;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;210,50;
;16000; Seguridad Social;210,50;;
;;TOTAL GASTOS DE PERSONAL;;1.830,73;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE PESCA;;1.830,73;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Agricultura, Pesca y Alimentación;;135.896,33;
;;



