;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 21 MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN;
;Programa: 414A Gestión de recursos hídricos para el regadío, caminos naturales y otras infraestructuras rurales;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
21.08;;DIRECCIÓN GENERAL DE DESARROLLO RURAL, INNOVACIÓN Y FORMACIÓN AGROALIMENTARIA;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;1.420,62;
;13;Laborales;;185,21;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;224,70;
;16000; Seguridad Social;224,70;;
;;TOTAL GASTOS DE PERSONAL;;1.830,53;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;100,00;
;484;Federación Nacional de Comunidades de Regantes de España (FENACORE) para gastos de formación, asesoramiento y apoyo a las Comunidades de Regantes de España;;100,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;100,00;
 ; ;;;;
;6;INVERSIONES REALES;;58.021,94;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;76;A Entidades Locales;;198,00;
;760;A ayuntamientos, diputaciones y otros entes locales;;198,00;
;76002; Ayuntamiento de Castellar de la Ribera para asfaltar y adecuar varios caminos del municipio;108,00;;
;76003; Entidad Municipal Descentralizada de San Martín de Torruella (Municipio de San Juan de Torruella). Mantenimiento camino rural Vilaclara;90,00;;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;198,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;85;Adquisición de acciones y participaciones del Sector Público;;96.872,10;
;851;Sociedad Estatal de Infraestructuras Agrarias, S.A. (SEIASA);;96.872,10;
;;TOTAL ACTIVOS FINANCIEROS;;96.872,10;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE DESARROLLO RURAL, INNOVACIÓN Y FORMACIÓN AGROALIMENTARIA;;157.022,57;
 ; ;;;;
 ; ;;;;
;;TOTAL Gestión de recursos hídricos para el regadío, caminos naturales y otras infraestructuras rurales;;157.022,57;
;;



