;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 21 MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN;
;Programa: 414B Desarrollo del medio rural;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
21.08;;DIRECCIÓN GENERAL DE DESARROLLO RURAL, INNOVACIÓN Y FORMACIÓN AGROALIMENTARIA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,02;
;12;Funcionarios;;3.435,68;
;13;Laborales;;18,08;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;420,65;
;16000; Seguridad Social;420,65;;
;;TOTAL GASTOS DE PERSONAL;;3.935,43;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;6.341,40;
;480;Becas de formación en materia de desarrollo rural;;211,60;
;481;Fomento de asociacionismo;;200,00;
;48100; Red Estatal de Desarrollo Rural para acciones de promoción del desarrollo rural integral y sostenible;70,00;;
;48101; Red Española de Desarrollo Rural para acciones de promoción del desarrollo rural integral y sostenible;130,00;;
;482;Centro Nacional de Tecnología y Seguridad Alimentaria (CNTA);;300,00;
;485;Promoción de actuaciones de la mujer rural;;2.450,00;
;488;Ayudas a la formación profesional agraria en cursos y estancias;;1.979,80;
;489;Ayudas Programa Cultiva;;1.200,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;6.341,40;
 ; ;;;;
;6;INVERSIONES REALES;;4.660,10;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;158.710,01;
;758;A la Fundación Ciudad del Envase y el Embalaje;;500,00;
;759;Aportación AGE a intervenciones y medidas FEADER;;158.210,01;
;78;A familias e instituciones sin fines de lucro;;591,15;
;783;Programas de formación y asesoramiento;;591,15;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;159.301,16;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;82;Concesión de préstamos al Sector Público;;15.000,00;
;821;Préstamos a largo plazo;;15.000,00;
;82106; A ENISA. Disposición adicional sexagésima segunda de la Ley 11/2020, de 30 de diciembre, de Presupuestos Generales del Estado para el año 2021;15.000,00;;
;;TOTAL ACTIVOS FINANCIEROS;;15.000,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE DESARROLLO RURAL, INNOVACIÓN Y FORMACIÓN AGROALIMENTARIA;;189.238,09;
 ; ;;;;
 ; ;;;;
21.103;;FONDO ESPAÑOL DE GARANTÍA AGRARIA;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;12.643,11;
;740;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;12.643,11;
;75;A Comunidades Autónomas;;229,22;
;751;Financiación a Comunidades Autónomas;;229,22;
;77;A empresas privadas;;1.570.584,03;
;771;Aportación financiera FEADER. Otros organismos pagadores;;1.543.350,31;
;774;Medidas de Desarrollo Rural;;27.233,72;
;78;A familias e instituciones sin fines de lucro;;9.850,93;
;780;A familias e instituciones sin fines de lucro;;9.850,93;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;1.593.307,29;
 ; ;;;;
;;TOTAL FONDO ESPAÑOL DE GARANTÍA AGRARIA;;1.593.307,29;
 ; ;;;;
 ; ;;;;
;;TOTAL Desarrollo del medio rural;;1.782.545,38;
;;



