;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 25 MINISTERIO DE VIVIENDA Y AGENDA URBANA;
;Programa: 261M Dirección y Servicios Generales de Vivienda y Agenda Urbana;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
25.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;151,94;
;11;Personal eventual;;194,97;
;12;Funcionarios;;4.169,64;
;15;Incentivos al rendimiento;;1.544,88;
;150;Productividad;;1.482,88;
;151;Gratificaciones;;62,00;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;606,35;
;16000; Seguridad Social;573,12;;
;16200; Formación y perfeccionamiento del personal;2,48;;
;16204; Acción social;30,75;;
;;TOTAL GASTOS DE PERSONAL;;6.667,78;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;35,00;
;22601; Atenciones protocolarias y representativas;20,00;;
;23;Indemnizaciones por razón del servicio;;250,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;285,00;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;6.952,78;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Vivienda y Agenda Urbana;;6.952,78;
;;



