;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 25 MINISTERIO DE VIVIENDA Y AGENDA URBANA;
;Programa: 261P Urbanismo y política del suelo;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
25.09;;DIRECCIÓN GENERAL DE VIVIENDA Y SUELO;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;299,35;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;42,50;
;16000; Seguridad Social;42,50;;
;;TOTAL GASTOS DE PERSONAL;;341,85;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;120,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;120,00;
 ; ;;;;
;6;INVERSIONES REALES;;333,84;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;250,00;
;758;Organismos públicos de Comunidades Autónomas;;250,00;
;76;A Entidades Locales;;4.000,00;
;764;Al Ayuntamiento de Elantxobe para redacción de proyecto y ejecución de un itinerario accesible mediante elementos mecánicos;;3.900,00;
;768;Ajuntament d´Artesa de Lleida. Rehabilitación integral sector Germans Pujol Reñé;;100,00;
;78;A familias e instituciones sin fines de lucro;;225,00;
;781;Instituciones sin fines de lucro;;225,00;
;78101; CSCAE Rehabilitación, vivienda y suelo;125,00;;
;78102; CGATE Rehabilitación, vivienda y suelo;50,00;;
;78103; Instituto de la Construcción de Castilla y León. Estudios rehabilitación;25,00;;
;78104; Instituto Valenciano de la Edificación. Rehabilitación;25,00;;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;4.475,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE VIVIENDA Y SUELO;;5.270,69;
 ; ;;;;
 ; ;;;;
25.10;;DIRECCIÓN GENERAL DE AGENDA URBANA Y ARQUITECTURA;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;437,39;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;55,00;
;16000; Seguridad Social;55,00;;
;;TOTAL GASTOS DE PERSONAL;;492,39;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;254,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;254,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;60,00;
;482;Premios Agenda Urbana;;60,00;
;49;Al exterior;;45,00;
;492;Cuotas a Organismos Internacionales;;45,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;105,00;
 ; ;;;;
;6;INVERSIONES REALES;;50,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;76;A Entidades Locales;;250,00;
;767;Ajuntament de Serós. Renovación de la Plaça de les Escoles;;250,00;
;78;A familias e instituciones sin fines de lucro;;190,00;
;780;A fundaciones, instituciones y asociaciones sin ánimo de lucro;;190,00;
;78001; Instituto Juan de Herrera. Observatorio vulnerabilidad urbana;60,00;;
;78002; Federación Española de Municipios y Provincias para la difusión e implementación de las nuevas políticas de desarrollo urbano sostenible;100,00;;
;78004; Oncities 2030;30,00;;
;79;Al exterior;;110,00;
;790;ONU-Habitat;;110,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;550,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE AGENDA URBANA Y ARQUITECTURA;;1.451,39;
 ; ;;;;
 ; ;;;;
;;TOTAL Urbanismo y política del suelo;;6.722,08;
;;



