;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 322G Educación compensatoria;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
18.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;1.649,14;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;428,92;
;16000; Seguridad Social;428,92;;
;;TOTAL GASTOS DE PERSONAL;;2.078,06;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;2.078,06;
 ; ;;;;
 ; ;;;;
18.04;;DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;322,31;
;23;Indemnizaciones por razón del servicio;;46,60;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;368,91;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;207,61;
;480;Para financiar actividades de enseñanza de adultos y de carácter compensatorio;;207,61;
;48006; A la Fundación Yehudi Menuhin España para el desarrollo del Programa MUSE;207,61;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;207,61;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL;;576,52;
 ; ;;;;
 ; ;;;;
18.08;;DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;1,00;
;23;Indemnizaciones por razón del servicio;;20,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;21,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;848,73;
;451;Para actividades de Educación Compensatoria. Convenios con las Ciudades de Ceuta y Melilla.;;848,73;
;48;A familias e instituciones sin fines de lucro;;619,76;
;480;Actividades de formación, intercambio, aprendizaje y compensación;;619,76;
;;TOTAL TRANSFERENCIAS CORRIENTES;;1.468,49;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA;;1.489,49;
 ; ;;;;
 ; ;;;;
;;TOTAL Educación compensatoria;;4.144,07;
;;



