;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 32UB C21.I02 Programa de Orientación, Avance y Enriquecimiento Educativo en centros de especial complejidad educativa (Programa #PROA+).;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
18.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;1;GASTOS DE PERSONAL;;;
;19;Gastos de personal. Mecanismo de Recuperación y Resiliencia;;1.435,71;
;;TOTAL GASTOS DE PERSONAL;;1.435,71;
 ; ;;;;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;120.626,50;
 ; ;;;;
 ; ;;;;
;;TOTAL C21.I02 Programa de Orientación, Avance y Enriquecimiento Educativo en centros de especial complejidad educativa (Programa #PROA+).;;120.626,50;
;;



