;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 32TR C20.R01 Plan de modernización de la Formación Profesional;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
18.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;1;GASTOS DE PERSONAL;;;
;19;Gastos de personal. Mecanismo de Recuperación y Resiliencia;;99,56;
;;TOTAL GASTOS DE PERSONAL;;99,56;
 ; ;;;;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;400,00;
 ; ;;;;
 ; ;;;;
;;TOTAL C20.R01 Plan de modernización de la Formación Profesional;;400,00;
;;



