;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;Resumen general por servicios y artículos del presupuesto de gastos;
;;
;Sección: 03 TRIBUNAL DE CUENTAS;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;03.01;;Total;
1;GASTOS DE PERSONAL;68.519,87;;68.519,87;
10; Altos cargos;1.617,04;;1.617,04;
11; Personal eventual;1.631,94;;1.631,94;
12; Funcionarios;48.432,30;;48.432,30;
13; Laborales;6.718,60;;6.718,60;
15; Incentivos al rendimiento;4.842,29;;4.842,29;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;5.277,70;;5.277,70;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;6.832,27;;6.832,27;
20; Arrendamientos y cánones;1.922,76;;1.922,76;
21; Reparaciones, mantenimiento y conservación;740,80;;740,80;
22; Material, suministros y otros;3.591,28;;3.591,28;
23; Indemnizaciones por razón del servicio;561,22;;561,22;
24; Gastos de publicaciones;16,21;;16,21;
4;TRANSFERENCIAS CORRIENTES;8,50;;8,50;
49; Al exterior;8,50;;8,50;
6;INVERSIONES REALES;2.876,52;;2.876,52;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;2.755,52;;2.755,52;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;121,00;;121,00;
8;ACTIVOS FINANCIEROS;135,20;;135,20;
83; Concesión de préstamos fuera del Sector Público;135,20;;135,20;
;TOTAL CONSOLIDADO;78.372,36;;78.372,36;
;TOTAL;78.372,36;;78.372,36;
;;



