;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 29 MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030;
;Programa: 231G Atención a la infancia y a las familias;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
29.05;;DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;530,92;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;190,08;
;16000; Seguridad Social;190,08;;
;;TOTAL GASTOS DE PERSONAL;;721,00;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;1.261,69;
;23;Indemnizaciones por razón del servicio;;46,36;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.308,05;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;1.083,93;
;483;Para programas de infancia y familias;;1.016,43;
;48300; A la Asociación de Familias y Mujeres del Medio Rural para el sostenimiento económico-financiero de su estructura central;70,00;;
;48301; A la Unión de Asociaciones Familiares, para el sostenimiento económico-financiero de su estructura central y la de sus entidades asociadas: Federación de Asociaciones de Madres Solteras, Fundación de Familias Monoparentales "Isadora Duncan";430,00;;
;48303; A la Confederación Española de Asociaciones de Padres y Madres de Alumnos para el sostenimiento económico-financiero de su estructura central;80,19;;
;48304; A la Confederación Católica Nacional de Padres de Familia y Padres de Alumnos para el sostenimiento económico-financiero de su estructura central;54,00;;
;48305; A la Federación Española de Familias Numerosas para el sostenimiento económico-financiero de su estructura central;287,24;;
;48306; A la Federación Nacional de Puntos de Encuentro para el Derecho de Visitas para el sostenimiento económico-financiero de su estructura central;40,00;;
;48307; A The Family Watch, para el sostenimiento económico-financiero de su estructura central;55,00;;
;485;A la Federación Española de Municipios y Provincias;;60,00;
;48504; A la Federación Española de Municipios y Provincias para medidas de apoyo a la parentalidad positiva;60,00;;
;487;A la "Fundación Másfamilia", para el cumplimiento de sus fines y desarrollo y promoción del "Certificado de empresa familiarmente responsable";;7,50;
;;TOTAL TRANSFERENCIAS CORRIENTES;;1.083,93;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES;;3.112,98;
 ; ;;;;
 ; ;;;;
;;TOTAL Atención a la infancia y a las familias;;3.112,98;
;;



