;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 09 APORTACIONES AL MUTUALISMO ADMINISTRATIVO;
;Programa: 000X Transferencias y libramientos internos;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
09.01;;DIRECCIÓN GENERAL DE PRESUPUESTOS;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;98.330,95;
;411;Aportación del Estado a la Mutualidad General de Funcionarios Civiles del Estado, al Instituto Social de las Fuerzas Armadas y a la Mutualidad General Judicial, al amparo de las siguientes Disposiciones: artículo 30.3 del Real Decreto Legislativo 1/2000, de 9 de junio. artículo 24 y Disposición Adicional 3ª.3 del Real Decreto Legislativo 3/2000, de 23 de junio y artículo 35.3 del Real Decreto Legislativo 4/2000, de 23 de junio, incluidas obligaciones de ejercicios anteriores;;98.330,95;
;;TOTAL TRANSFERENCIAS CORRIENTES;;98.330,95;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PRESUPUESTOS;;98.330,95;
 ; ;;;;
 ; ;;;;
;;TOTAL Transferencias y libramientos internos;;98.330,95;
;;



