;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;Resumen general por servicios y artículos del presupuesto de gastos;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;17.01;17.02;17.03;17.18;17.20;17.32;17.34;17.38;17.39;17.40;17.50;Total;
1;GASTOS DE PERSONAL;65.578,93;;;16.890,03;;28.700,44;2.997,48;56.012,46;5.336,24;2.322,86;;177.838,44;
10; Altos cargos;533,52;;;61,04;;61,04;61,04;61,04;61,04;61,04;;899,76;
11; Personal eventual;626,40;;;;;;;;;;;626,40;
12; Funcionarios;39.405,08;;;11.020,48;;24.632,80;2.478,29;24.512,82;4.680,45;1.956,82;;108.686,74;
13; Laborales;5.723,40;;;3.558,51;;1.656,60;128,15;22.937,82;69,75;;;34.074,23;
15; Incentivos al rendimiento;13.282,39;;;;;;;;;;;13.282,39;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;6.008,14;;;2.250,00;;2.350,00;330,00;8.500,78;525,00;305,00;;20.268,92;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;21.399,04;10,00;375,47;2.307,05;469,08;4.630,07;1.210,62;35.485,04;2.275,55;549,25;;68.711,17;
20; Arrendamientos y cánones;898,37;;;;;;;;;;;898,37;
21; Reparaciones, mantenimiento y conservación;5.433,09;;;;;;;146,23;;;;5.579,32;
22; Material, suministros y otros;11.580,09;10,00;113,30;2.307,05;469,08;4.630,07;1.210,62;35.338,81;2.275,55;549,25;;58.483,82;
23; Indemnizaciones por razón del servicio;3.487,49;;;;;;;;;;;3.487,49;
24; Gastos de publicaciones;;;262,17;;;;;;;;;262,17;
3;GASTOS FINANCIEROS;10,31;;3,00;;3.500,00;16,31;0,19;;;;;3.529,81;
35; Intereses de demora y otros gastos financieros;10,31;;3,00;;3.500,00;16,31;0,19;;;;;3.529,81;
4;TRANSFERENCIAS CORRIENTES;1.264,77;;1.010,00;2.014,40;190.461,41;342.851,61;575.615,36;;1.845.030,85;293.254,00;56.561,92;3.308.064,32;
44; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;;;;6.420,00;173.153,34;;;1.313.641,00;292.204,00;13.383,35;1.798.801,69;
45; A Comunidades Autónomas;;;;;770,00;;;;451.445,52;;5.678,57;457.894,09;
46; A Entidades Locales;;;;;;;;;54.304,74;;;54.304,74;
47; A empresas privadas;;;;;182.885,41;;8.600,00;;15.100,00;1.050,00;37.500,00;245.135,41;
48; A familias e instituciones sin fines de lucro;1.196,77;;200,00;618,59;385,00;169.599,27;565.260,05;;10.292,00;;;747.551,68;
49; Al exterior;68,00;;810,00;1.395,81;1,00;99,00;1.755,31;;247,59;;;4.376,71;
6;INVERSIONES REALES;13.213,02;1.968,00;213,00;11.068,94;3.900,00;2.300,00;4.346,68;2.219.124,66;2.800,00;18.200,00;340.406,88;2.617.541,18;
60; Inversión nueva en infraestructuras y bienes destinados al uso general;;;;;;;;848.484,22;;16.200,00;;864.684,22;
61; Inversión de reposición en infraestructuras y bienes destinados al uso general;;;;;;;;1.368.899,01;;;;1.368.899,01;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;2.656,10;3,86;93,00;9.997,09;;1.325,55;;;178,00;;;14.253,60;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;4.618,73;3,86;120,00;1.071,85;;594,45;;409,99;1.720,00;;;8.538,88;
64; Gastos de inversiones de carácter inmaterial;5.938,19;1.960,28;;;3.900,00;380,00;4.346,68;1.331,44;902,00;2.000,00;;20.758,59;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;;;;;;;;;;;340.406,88;340.406,88;
7;TRANSFERENCIAS DE CAPITAL;500,00;;;350,00;271.876,10;32.040,00;;470.534,35;673.788,00;175.780,00;2.194.016,09;3.818.884,54;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;;;;5.750,00;32.040,00;;;660.000,00;;1.196.248,32;1.894.038,32;
75; A Comunidades Autónomas;;;;350,00;264.091,10;;;453.735,00;;175.780,00;81.767,77;975.723,87;
76; A Entidades Locales;500,00;;;;835,00;;;16.799,35;;;875.000,00;893.134,35;
77; A empresas privadas;;;;;;;;;9.930,00;;41.000,00;50.930,00;
78; A familias e instituciones sin fines de lucro;;;;;1.200,00;;;;3.858,00;;;5.058,00;
8;ACTIVOS FINANCIEROS;153,78;;;;52.691,16;;;20.800,00;;1.243.138,00;;1.316.782,94;
83; Concesión de préstamos fuera del Sector Público;153,78;;;;;;;20.800,00;;;;20.953,78;
85; Adquisición de acciones y participaciones del Sector Público;;;;;52.691,16;;;;;;;52.691,16;
87; Aportaciones patrimoniales;;;;;;;;;;1.243.138,00;;1.243.138,00;
;TOTAL CONSOLIDADO;102.119,85;1.978,00;1.601,47;32.630,42;522.897,75;410.538,43;584.170,33;2.801.956,51;2.529.230,64;1.733.244,11;2.590.984,89;11.311.352,40;
4;TRANSFERENCIAS CORRIENTES;;;110.000,00;2.040,21;19.483,31;;;;;;;131.523,52;
41; A Organismos Autónomos;;;;2.040,21;12.897,90;;;;;;;14.938,11;
43; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;110.000,00;;6.585,41;;;;;;;116.585,41;
7;TRANSFERENCIAS DE CAPITAL;;;;2.520,00;5.900,00;;;;;;;8.420,00;
71; A Organismos Autónomos;;;;2.520,00;5.900,00;;;;;;;8.420,00;
;TOTAL TRANSFERENCIAS ENTRE SUBSECTORES;;;110.000,00;4.560,21;25.383,31;;;;;;;139.943,52;
;TOTAL;102.119,85;1.978,00;111.601,47;37.190,63;548.281,06;410.538,43;584.170,33;2.801.956,51;2.529.230,64;1.733.244,11;2.590.984,89;11.451.295,92;
;;



