;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 32 MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;
;Programa: 231G Atención a la infancia y a las familias;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;32.02;;Total;
8;ACTIVOS FINANCIEROS;1.800,00;;1.800,00;
87; Aportaciones patrimoniales;1.800,00;;1.800,00;
;TOTAL;1.800,00;;1.800,00;
;;



