;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 32 MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;
;Programa: 232E Análisis y definición de objetivos y políticas de Inclusión;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
32.04;;SECRETARÍA GENERAL DE INCLUSIÓN;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;71,16;
;12;Funcionarios;;1.819,42;
;13;Laborales;;514,60;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;296,66;
;16000; Seguridad Social;296,66;;
;;TOTAL GASTOS DE PERSONAL;;2.701,84;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;50,00;
;440;Subvenciones a universidades públicas para la realización de prácticas.;;50,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;50,00;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE INCLUSIÓN;;2.751,84;
 ; ;;;;
 ; ;;;;
;;TOTAL Análisis y definición de objetivos y políticas de Inclusión;;2.751,84;
;;



