;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 38 SISTEMAS DE FINANCIACIÓN DE ENTES TERRITORIALES;
;Programa: 942N Otras transferencias a Entidades Locales;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;38.21;;Total;
4;TRANSFERENCIAS CORRIENTES;220.319,43;;220.319,43;
46; A Entidades Locales;220.319,43;;220.319,43;
;TOTAL;220.319,43;;220.319,43;
;;



