;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;Resumen general por servicios y artículos del presupuesto de gastos;
;;
;Sección: 20 MINISTERIO DE INDUSTRIA Y TURISMO;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;20.01;20.02;20.03;20.04;20.09;20.10;20.50;;Total;
1;GASTOS DE PERSONAL;28.100,21;4.170,32;2.282,62;2.859,34;6.772,56;1.674,35;;;45.859,40;
10; Altos cargos;208,56;61,04;71,16;80,30;61,04;63,79;;;545,89;
11; Personal eventual;519,92;;289,32;255,34;;;;;1.064,58;
12; Funcionarios;17.391,85;3.603,72;1.044,64;2.216,27;5.293,80;1.260,80;;;30.811,08;
13; Laborales;2.487,73;172,86;;26,65;613,99;109,12;;;3.410,35;
15; Incentivos al rendimiento;3.957,50;;776,98;;;;;;4.734,48;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;3.534,65;332,70;100,52;280,78;803,73;240,64;;;5.293,02;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;13.154,60;218,81;84,04;343,31;217,18;21,00;2.126,00;;16.164,94;
20; Arrendamientos y cánones;406,77;;;;;;;;406,77;
21; Reparaciones, mantenimiento y conservación;4.107,23;9,00;;;;;;;4.116,23;
22; Material, suministros y otros;7.839,26;83,59;3,74;245,31;1,34;1,00;;;8.174,24;
23; Indemnizaciones por razón del servicio;801,34;;80,30;98,00;215,84;20,00;;;1.215,48;
24; Gastos de publicaciones;;126,22;;;;;;;126,22;
29; Gastos corrientes en bienes y servicios. Mecanismo de Recuperación y Resiliencia;;;;;;;2.126,00;;2.126,00;
3;GASTOS FINANCIEROS;1,00;;;110,00;;;;;111,00;
35; Intereses de demora y otros gastos financieros;1,00;;;110,00;;;;;111,00;
4;TRANSFERENCIAS CORRIENTES;429,10;;4.512,96;9.930,00;5.378,00;;168.075,00;;188.325,06;
44; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;178,35;;4.512,96;9.600,00;2.250,00;;114.400,00;;130.941,31;
46; A Entidades Locales;;;;80,00;3.000,00;;;;3.080,00;
47; A empresas privadas;;;;;;;30.000,00;;30.000,00;
48; A familias e instituciones sin fines de lucro;250,75;;;100,00;100,00;;23.675,00;;24.125,75;
49; Al exterior;;;;150,00;28,00;;;;178,00;
6;INVERSIONES REALES;12.654,28;;;1.306,70;6.061,13;;20.700,00;;40.722,11;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;1.167,17;;;;;;;;1.167,17;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;3.883,19;;;;;;;;3.883,19;
64; Gastos de inversiones de carácter inmaterial;7.603,92;;;1.306,70;6.061,13;;;;14.971,75;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;;;;;;;20.700,00;;20.700,00;
7;TRANSFERENCIAS DE CAPITAL;;;;31.160,00;416.291,27;;3.442.969,00;;3.890.420,27;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;;;6.240,00;24.236,59;;301.590,00;;332.066,59;
75; A Comunidades Autónomas;;;;;2.000,00;;597.000,00;;599.000,00;
76; A Entidades Locales;;;;23.145,00;300,00;;44.445,00;;67.890,00;
77; A empresas privadas;;;;;379.079,68;;2.418.670,00;;2.797.749,68;
78; A familias e instituciones sin fines de lucro;;;;1.775,00;10.675,00;;81.264,00;;93.714,00;
8;ACTIVOS FINANCIEROS;173,94;;;127.990,79;2.571.651,64;;1.440.000,00;;4.139.816,37;
82; Concesión de préstamos al Sector Público;;;;;353.500,00;;;;353.500,00;
83; Concesión de préstamos fuera del Sector Público;173,94;;;127.985,42;1.618.150,14;;1.440.000,00;;3.186.309,50;
87; Aportaciones patrimoniales;;;;5,37;600.001,50;;;;600.006,87;
;TOTAL CONSOLIDADO;54.513,13;4.389,13;6.879,62;173.700,14;3.006.371,78;1.695,35;5.073.870,00;;8.321.419,15;
4;TRANSFERENCIAS CORRIENTES;;;4.704,22;33.640,22;;;;;38.344,44;
41; A Organismos Autónomos;;;4.704,22;33.640,22;;;;;38.344,44;
7;TRANSFERENCIAS DE CAPITAL;;;2.441,36;41.878,31;;;18.410,00;;62.729,67;
71; A Organismos Autónomos;;;2.441,36;41.878,31;;;18.410,00;;62.729,67;
;TOTAL TRANSFERENCIAS ENTRE SUBSECTORES;;;7.145,58;75.518,53;;;18.410,00;;101.074,11;
;TOTAL;54.513,13;4.389,13;14.025,20;249.218,67;3.006.371,78;1.695,35;5.092.280,00;;8.422.493,26;
;;



