;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 322E Enseñanzas artísticas;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
18.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;3.645,91;
;13;Laborales;;187,36;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;625,87;
;16000; Seguridad Social;625,87;;
;;TOTAL GASTOS DE PERSONAL;;4.459,14;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;4.459,14;
 ; ;;;;
 ; ;;;;
18.04;;DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;2,08;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2,08;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL;;2,08;
 ; ;;;;
 ; ;;;;
18.08;;DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;296,75;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;296,75;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA;;296,75;
 ; ;;;;
 ; ;;;;
;;TOTAL Enseñanzas artísticas;;4.757,97;
;;



