;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 000X Transferencias y libramientos internos;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
18.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;142.208,19;
;410;Al Consejo Superior de Deportes;;97.551,69;
;412;Al Consejo Superior de Deportes para el cumplimiento de las obligaciones derivadas de la Ley 13/2011, de 27 de mayo, de regulación del juego, en relación con el Real Decreto 419/1991, de 27 de marzo, por el que se regula la distribución de la recaudación y premios de las apuestas deportivas del Estado;;42.952,50;
;418;A la Gerencia de Infraestructuras y Equipamientos de Cultura para gastos en Servicios Centrales de Educación;;1.704,00;
;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;4.299,25;
;431;A la Agencia Estatal Comisión Española para la Lucha Antidopaje en el Deporte;;4.299,25;
;;TOTAL TRANSFERENCIAS CORRIENTES;;146.507,44;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;71;A Organismos Autónomos;;37.034,19;
;710;Al Consejo Superior de Deportes;;34.986,69;
;712;Al Consejo Superior de Deportes para el cumplimiento de las obligaciones derivadas de la Ley 13/2011, de 27 de mayo, de regulación del juego, en relación con el Real Decreto 419/1991, de 27 de marzo, por el que se regula la distribución de la recaudación y premios de las apuestas deportivas del Estado;;2.047,50;
;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;106,14;
;731;A la Agencia Estatal Comisión Española para la Lucha Antidopaje en el Deporte;;106,14;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;37.140,33;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;183.647,77;
 ; ;;;;
 ; ;;;;
18.03;;SECRETARÍA DE ESTADO DE EDUCACIÓN;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;1.023,00;
;418;A la Gerencia de Infraestructuras y Equipamientos de Cultura para gastos corrientes en educación;;1.023,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;1.023,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;71;A Organismos Autónomos;;11.119,98;
;718;A la Gerencia de Infraestructuras y Equipamientos de Cultura para inversiones en educación;;11.119,98;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;11.119,98;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE EDUCACIÓN;;12.142,98;
 ; ;;;;
 ; ;;;;
18.08;;DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;8.223,58;
;411;A la Universidad Internacional Menéndez Pelayo (UIMP) para financiación de cursos de inmersión en inglés;;8.223,58;
;;TOTAL TRANSFERENCIAS CORRIENTES;;8.223,58;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA;;8.223,58;
 ; ;;;;
 ; ;;;;
18.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;41910; Al Consejo Superior de Deportes. Gastos de funcionamiento. Mecanismo de Recuperación y Resiliencia;58.324,63;;
;43930; A la Agencia Estatal Comisión Española para la Lucha Antidopaje en el Deporte. Mecanismo de Recuperación y Resiliencia;1.916,04;;
;71910; Al Consejo Superior de Deportes. Mecanismo de Recuperación y Resiliencia;81.936,65;;
;73930; A la Agencia Estatal Comisión Española para la Lucha Antidopaje en el Deporte. Mecanismo de Recuperación y Resiliencia;212,80;;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;142.390,12;
 ; ;;;;
 ; ;;;;
;;TOTAL Transferencias y libramientos internos;;346.404,45;
;;



