;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 454M Regulación y seguridad del tráfico marítimo;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.32;;DIRECCIÓN GENERAL DE MARINA MERCANTE;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;24.632,80;
;13;Laborales;;1.656,60;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.350,00;
;16000; Seguridad Social;2.350,00;;
;;TOTAL GASTOS DE PERSONAL;;28.700,44;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;4.630,07;
;22109; Labores Fábrica Nacional Moneda y Timbre;71,00;;
;22502; Locales;12,26;;
;22601; Atenciones protocolarias y representativas;2,25;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.630,07;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;1.100,00;
;483;ANAVE por los costes de formación a alumnos embarcados en prácticas;;1.000,00;
;485;Fundación Correillo La Palma;;50,00;
;486;ALBAOLA. Asociación para la difusión del Patrimonio Cultural Marítimo Vasco;;50,00;
;49;Al exterior;;99,00;
;491;Cuotas a Organismos Internacionales;;99,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;1.199,00;
 ; ;;;;
;6;INVERSIONES REALES;;2.300,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE MARINA MERCANTE;;36.829,51;
 ; ;;;;
 ; ;;;;
;;TOTAL Regulación y seguridad del tráfico marítimo;;36.829,51;
;;



