;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 441M Subvenciones y apoyo al transporte terrestre;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.20;;SECRETARÍA DE ESTADO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;800,00;
;443;Transferencias corrientes para compensar a la Sociedad de Infraestructuras del Transporte Terrestre (SEITTSA) por modificación de tarifas, según convenio;;800,00;
;45;A Comunidades Autónomas;;350,00;
;457;Subvenciones a Comunidades Autónomas;;350,00;
;45700; Subvención directa a la Xunta de Galicia por la gratuidad de la conexión de la AG-55 con el Acceso al Puerto Exterior de A Coruña;350,00;;
;47;A empresas privadas;;96.966,04;
;470;Para compensar a sociedades concesionarias de autopistas según normativa;;88.966,04;
;47000; Autopista Vasco-Aragonesa, Concesionaria Española S.A., por la exención del peaje de los movimientos con origen y destino en enlaces de La Rioja de la autopista Bilbao-Zaragoza (R.D. 2027/2009, de 23 de diciembre);5.300,00;;
;47001; Autopista Vasco-Aragonesa, Concesionaria Española, S.A., por bonificaciones en el peaje de los recorridos entre Zaragoza y Gallur (R.D. 1574/2009, de 9 de octubre y R.D. 920/2013, de 22 de noviembre);1.057,54;;
;47003; Autopista Vasco-Aragonesa, Concesionaria Española, S.A., por las reducciones de peaje en la autopista AP-68 a su paso por La Rioja (R.D.584/2014, de 4 de julio);1.386,65;;
;47020; Autopista Concesionaria Astur Leonesa, S.A., por las bonificaciones de peaje a vehículos ligeros en la autopista AP-66 León-Campomanes;6.272,70;;
;47021; Autopista Concesionaria Astur Leonesa, S.A., por las bonificaciones de peaje a vehículos pesados en la autopista AP-66 León-Campomanes;9.496,76;;
;47030; Autopistas del Atlántico, Concesionaria Española, S.A., por la supresión del peaje de los movimientos O Morrazo-Vigo y A Coruña-A Barcala e inversos (Real Decreto 633/2006, de 19 de mayo);9.091,64;;
;47031; Real Decreto de modificación de la concesión de la autopista AP-9 Ferrol-Frontera Portuguesa. Bonificaciones de peaje;56.360,25;;
;47040; Para compensar a Autopista Madrid-Toledo en cumplimiento de sentencia del Tribunal Supremo de 16 de mayo de 2013;0,50;;
;473;Para compensar la pérdida de ingresos por la rebaja de las tarifas de peaje;;8.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;98.116,04;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;78;A familias e instituciones sin fines de lucro;;1.200,00;
;780;Fundación para la preservación del Patrimonio Ferroviario e Industrial (FPPFI) Museu del Ferrocarril de Móra la Nova. Ampliación de las instalaciones;;1.200,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;1.200,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;;99.316,04;
 ; ;;;;
 ; ;;;;
17.39;;DIRECCIÓN GENERAL DE TRANSPORTE POR CARRETERA;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;1.313.641,00;
;440;Fundación de los Ferrocarriles Españoles;;40,00;
;442;Renfe Viajeros, S.M.E., S.A. para la compensación de las Obligaciones de Servicio Público, pendiente de liquidación;;1.009.000,00;
;443;Renfe Viajeros, S.M.E., S.A. para adquisición de material rodante;;1,00;
;445;Ayudas para reducción del precio de abonos y títulos multiviaje por parte de RENFE VIAJEROS S.M.E., S.A.;;3.600,00;
;447;Renfe Viajeros, S.M.E., S.A. para compensar los servicios de transporte de cercanías y regionales traspasados a la Comunidad Autónoma de Cataluña, correspondientes al ejercicio anterior, pendientes de liquidación;;301.000,00;
;45;A Comunidades Autónomas;;451.445,52;
;451;A la Autoridad del Transporte Metropolitano de Barcelona, para la financiación del transporte regular de viajeros;;149.301,52;
;452;Subvenciones para establecer descuentos de abonos de transporte y títulos multiviaje;;81.000,00;
;45201; A la Comunidad Autónoma de Canarias para el establecimiento de un descuento del 100% a los usuarios recurrentes en el precio de los abonos de transporte y títulos multiviaje del transporte público colectivo terrestre de las islas Canarias;81.000,00;;
;453;A la Comunidad Autónoma de Canarias para la financiación de las necesidades correspondientes al transporte regular de viajeros de las distintas Islas Canarias;;47.500,00;
;454;Al Consorcio Regional de Transportes de Madrid, para la financiación del transporte regular de viajeros;;126.894,00;
;455;Programa de subvenciones para una movilidad territorial innovadora a favor de Comunidades Autónomas;;3.750,00;
;458;A la Autoridad del Transporte Metropolitano de Valencia, para la financiación del transporte regular de viajeros;;40.000,00;
;459;A Comunidades Autónomas para subvenciones temporales para la asunción de servicios de competencia autonómica derivadas de la tramitación del mapa concesional;;3.000,00;
;46;A Entidades Locales;;54.304,74;
;461;Programa de subvenciones para una movilidad territorial innovadora a favor de Entidades Locales;;1.250,00;
;462;A corporaciones locales para cofinanciar los servicios de transporte colectivo urbano;;51.054,74;
;463;A Entidades Locales para el proyecto piloto de servicios de proximidad en Córdoba;;2.000,00;
;47;A empresas privadas;;15.100,00;
;471;Ayudas a empresas ferroviarias para reducción del precio de abonos y títulos multiviaje;;100,00;
;473;Transporte regular de viajeros por carretera. Obligaciones de Servicio Público;;15.000,00;
;48;A familias e instituciones sin fines de lucro;;10.200,00;
;482;Para satisfacer bonificaciones en billetes de transporte ferroviario expedidos a familias numerosas;;10.000,00;
;483;Para satisfacer bonificaciones a billetes intermodales con la alta velocidad ferroviaria;;200,00;
;49;Al exterior;;234,59;
;492;Cuotas a Organismos Internacionales;;234,59;
;;TOTAL TRANSFERENCIAS CORRIENTES;;1.844.925,85;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;660.000,00;
;741;Actuaciones para el fomento del uso social del transporte público;;660.000,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;660.000,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE TRANSPORTE POR CARRETERA;;2.504.925,85;
 ; ;;;;
 ; ;;;;
;;TOTAL Subvenciones y apoyo al transporte terrestre;;2.604.241,89;
;;



