;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;Resumen general por servicios y artículos del presupuesto de gastos;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;14.01;14.02;14.03;14.12;14.17;14.22;14.50;;Total;
1;GASTOS DE PERSONAL;5.371.480,68;;4.000,00;;;;;;5.375.480,68;
10; Altos cargos;1.141,90;;;;;;;;1.141,90;
11; Personal eventual;1.101,77;;;;;;;;1.101,77;
12; Funcionarios;4.459.418,76;;4.000,00;;;;;;4.463.418,76;
13; Laborales;246.495,06;;;;;;;;246.495,06;
14; Otro personal;58.465,22;;;;;;;;58.465,22;
15; Incentivos al rendimiento;180.168,06;;;;;;;;180.168,06;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;424.689,91;;;;;;;;424.689,91;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;81.309,50;54.390,30;403.255,99;274.883,26;102.290,14;109.869,35;500,00;;1.026.498,54;
20; Arrendamientos y cánones;572,38;422,85;20.944,25;408,10;132,70;2.153,10;;;24.633,38;
21; Reparaciones, mantenimiento y conservación;9.128,03;6.451,79;18.155,12;44.386,78;18.055,14;18.543,80;;;114.720,66;
22; Material, suministros y otros;59.891,77;33.878,08;359.303,90;187.227,74;72.006,50;83.431,60;;;795.739,59;
23; Indemnizaciones por razón del servicio;11.367,32;13.637,58;4.852,72;42.860,64;12.095,80;5.740,85;;;90.554,91;
24; Gastos de publicaciones;350,00;;;;;;;;350,00;
29; Gastos corrientes en bienes y servicios. Mecanismo de Recuperación y Resiliencia;;;;;;;500,00;;500,00;
4;TRANSFERENCIAS CORRIENTES;25.711,11;;123.281,70;444,54;72,00;46,50;10.000,00;;159.555,85;
44; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;13.390,88;;1,50;;;;;;13.392,38;
45; A Comunidades Autónomas;10.003,41;;;;;;10.000,00;;20.003,41;
48; A familias e instituciones sin fines de lucro;2.292,66;;6.850,00;444,54;30,00;46,50;;;9.663,70;
49; Al exterior;24,16;;116.430,20;;42,00;;;;116.496,36;
6;INVERSIONES REALES;2.876,00;21.524,50;5.490.919,04;62.766,10;77.564,67;56.133,13;157.145,33;;5.868.928,77;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;587,99;;;;;;;;587,99;
65; Inversiones militares en infraestructura y otros bienes;524,00;2.583,87;5.151.565,72;22.463,58;47.802,47;21.708,46;;;5.246.648,10;
66; Inversiones militares asociadas al funcionamiento operativo de los servicios;1.764,01;18.940,63;312.340,08;40.302,52;29.762,20;34.424,67;;;437.534,11;
67; Gastos militares de inversiones de carácter inmaterial;;;27.013,24;;;;;;27.013,24;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;;;;;;;157.145,33;;157.145,33;
7;TRANSFERENCIAS DE CAPITAL;188,00;;;;;;;;188,00;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;188,00;;;;;;;;188,00;
8;ACTIVOS FINANCIEROS;2.833,58;;;;;;;;2.833,58;
83; Concesión de préstamos fuera del Sector Público;2.833,58;;;;;;;;2.833,58;
;TOTAL CONSOLIDADO;5.484.398,87;75.914,80;6.021.456,73;338.093,90;179.926,81;166.048,98;167.645,33;;12.433.485,42;
4;TRANSFERENCIAS CORRIENTES;;;312.179,35;;;;;;312.179,35;
41; A Organismos Autónomos;;;39.427,75;;;;;;39.427,75;
43; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;272.751,60;;;;;;272.751,60;
7;TRANSFERENCIAS DE CAPITAL;;;78.565,22;;;;2.947,56;;81.512,78;
71; A Organismos Autónomos;;;24.346,68;;;;;;24.346,68;
73; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;54.218,54;;;;2.947,56;;57.166,10;
;TOTAL TRANSFERENCIAS ENTRE SUBSECTORES;;;390.744,57;;;;2.947,56;;393.692,13;
;TOTAL;5.484.398,87;75.914,80;6.412.201,30;338.093,90;179.926,81;166.048,98;170.592,89;;12.827.177,55;
;;



