;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 30 MINISTERIO DE IGUALDAD;
;Programa: 232C Actuaciones para la prevención integral de la violencia de género;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
30.02;;SECRETARÍA DE ESTADO DE IGUALDAD Y PARA LA ERRADICACIÓN DE LA VIOLENCIA CONTRA LAS MUJERES;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;130.202,02;
;450;Para el desarrollo de nuevas o ampliadas competencias reservadas a las Comunidades Autónomas en el Pacto de Estado contra la Violencia de Género.;;90.000,00;
;452;Para la atención de mujeres víctimas de todas las violencias;;40.202,02;
;46;A Entidades Locales;;40.000,00;
;460;Para el desarrollo de nuevas o ampliadas competencias reservadas a las Entidades Locales en el Pacto de Estado contra la Violencia de Género;;40.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;170.202,02;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;10.000,00;
;750;Para el desarrollo de nuevas o ampliadas competencias reservadas a CC.AA. en el Pacto de Estado contra la Violencia de Género.;;10.000,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;10.000,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE IGUALDAD Y PARA LA ERRADICACIÓN DE LA VIOLENCIA CONTRA LAS MUJERES;;180.202,02;
 ; ;;;;
 ; ;;;;
30.03;;DELEGACIÓN DEL GOBIERNO CONTRA LA VIOLENCIA DE GÉNERO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;2.138,89;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;356,13;
;16000; Seguridad Social;356,13;;
;;TOTAL GASTOS DE PERSONAL;;2.556,06;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;6.602,27;
;23;Indemnizaciones por razón del servicio;;115,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;6.717,27;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;19.800,00;
;450;Programas de asistencia social para mujeres víctimas de violencia de género y otras formas de violencia contra las mujeres;;8.500,00;
;451;Programas para la implementación de la Propuesta Común para la mejora de la coordinación y planes personalizados;;1.000,00;
;455;Programa para el apoyo a víctimas de agresiones y/o abusos sexuales;;9.500,00;
;456;Programa de prevención de abusos sexuales en menores tuteladas;;800,00;
;48;A familias e instituciones sin fines de lucro;;33.768,00;
;480;Ayudas sociales para mujeres (art. 27 de la L.O.1/2004, de 28 de diciembre);;8.000,00;
;481;Becas de formación Observatorio Estatal de violencia sobre la mujer;;100,00;
;482;Convenio con la Federación Española de Municipios y Provincias;;80,00;
;483;Convenio con la Federación Española de Municipios y Provincias, para la teleasistencia móvil a víctimas de violencia de género;;8.200,00;
;484;Atención a mujeres víctimas de trata con fines de explotación sexual;;7.000,00;
;485;Premios a tesis doctorales sobre violencia contra la mujer;;8,00;
;486;Subvenciones nominativas para combatir las violencias machistas;;1.380,00;
;48600; A la Fundación ANAR;300,00;;
;48601; A la asociación THEMIS;300,00;;
;48602; A la Fundación EMET Arcoiris;200,00;;
;48603; A la Unión Profesional;200,00;;
;48604; Al Consejo General de la Psicología de España;30,00;;
;48605; A la Federación de Asociaciones de Asistencia a Victimas de Violencia Sexual y de Género (FAMUVI);50,00;;
;48606; A la Federación Nacional de Asociaciones de Mujeres Separadas y Divorciadas;300,00;;
;487;“Ayudas sociales para mujeres (art. 41 Ley Orgánica 10/2022, de 6 de septiembre, de garantía integral de la libertad sexual).”;;1.000,00;
;488;Subvenciones públicas en régimen de concurrencia competitiva destinadas a programas y proyectos de concienciación, prevención e investigación de las distintas formas de violencia contra las mujeres;;7.000,00;
;489;Otros programas de lucha contra la violencia de género;;1.000,00;
;49;Al exterior;;50,00;
;490;Iniciativa Iberoamericana para Prevenir y Eliminar la Violencia contra las Mujeres (SEGIB);;50,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;53.618,00;
 ; ;;;;
;6;INVERSIONES REALES;;16.623,54;
 ; ;;;;
;;TOTAL DELEGACIÓN DEL GOBIERNO CONTRA LA VIOLENCIA DE GÉNERO;;79.514,87;
 ; ;;;;
 ; ;;;;
;;TOTAL Actuaciones para la prevención integral de la violencia de género;;259.716,89;
;;



