;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 30 MINISTERIO DE IGUALDAD;
;Programa: 000X Transferencias y libramientos internos;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
30.02;;SECRETARÍA DE ESTADO DE IGUALDAD Y PARA LA ERRADICACIÓN DE LA VIOLENCIA CONTRA LAS MUJERES;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;18.542,45;
;416;Al Instituto de las Mujeres, para el cumplimiento de sus fines;;18.542,45;
;;TOTAL TRANSFERENCIAS CORRIENTES;;18.542,45;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;71;A Organismos Autónomos;;365,00;
;716;Al Instituto de las Mujeres.;;365,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;365,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE IGUALDAD Y PARA LA ERRADICACIÓN DE LA VIOLENCIA CONTRA LAS MUJERES;;18.907,45;
 ; ;;;;
 ; ;;;;
;;TOTAL Transferencias y libramientos internos;;18.907,45;
;;



