;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 27 MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA;
;Programa: 923P Relaciones con Instituciones Financieras Multilaterales;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;27.04;;Total;
1;GASTOS DE PERSONAL;821,28;;821,28;
12; Funcionarios;706,76;;706,76;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;114,52;;114,52;
4;TRANSFERENCIAS CORRIENTES;382.464,54;;382.464,54;
49; Al exterior;382.464,54;;382.464,54;
8;ACTIVOS FINANCIEROS;136.548,84;;136.548,84;
89; Suscripción de acciones y aportaciones de fondos a organismos internacionales;136.548,84;;136.548,84;
;TOTAL;519.834,66;;519.834,66;
;;



