;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 32 MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;
;Programa: 231G Atención a la infancia y a las familias;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
32.02;;SECRETARÍA DE ESTADO DE SEGURIDAD SOCIAL Y PENSIONES;;;
;8;ACTIVOS FINANCIEROS;;;
;87;Aportaciones patrimoniales;;1.800,00;
;875;Fondo de Garantía del Pago de Alimentos;;1.800,00;
;;TOTAL ACTIVOS FINANCIEROS;;1.800,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE SEGURIDAD SOCIAL Y PENSIONES;;1.800,00;
 ; ;;;;
 ; ;;;;
;;TOTAL Atención a la infancia y a las familias;;1.800,00;
;;



