;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 32 MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;
;Programa: 231H Acciones en favor de los inmigrantes;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
32.03;;SECRETARÍA DE ESTADO DE MIGRACIONES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;122,06;
;12;Funcionarios;;7.206,90;
;13;Laborales;;7.935,75;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.946,93;
;16000; Seguridad Social;2.946,93;;
;;TOTAL GASTOS DE PERSONAL;;18.211,64;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;75,18;
;202;Arrendamientos de edificios y otras construcciones;;41,80;
;21;Reparaciones, mantenimiento y conservación;;1.447,83;
;22;Material, suministros y otros;;687.712,86;
;22502; Locales;26,20;;
;23;Indemnizaciones por razón del servicio;;425,34;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;689.661,21;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;200,00;
;352;Intereses de demora;;200,00;
;;TOTAL GASTOS FINANCIEROS;;200,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;15,00;
;451;A Comunidades autónomas para atención a refugiados ucranianos fuera del sistema acogida;;10,00;
;452;A Comunidades autónomas para gastos de carácter social derivados de la crisis de Ucrania;;5,00;
;48;A familias e instituciones sin fines de lucro;;32.025,00;
;483;Acciones en el ámbito migratorio;;2.000,00;
;484;Ayudas y subvenciones en favor de inmigrantes y refugiados;;30.025,00;
;48409; Subvenciones a ACNUR para programas de refugiados e inmigrantes;100,00;;
;49;Al exterior;;4.000,00;
;490;Transferencias corrientes al exterior para inmigración y protección internacional;;4.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;36.040,00;
 ; ;;;;
;6;INVERSIONES REALES;;1.000,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;78;A familias e instituciones sin fines de lucro;;300,00;
;780;Transferencias a familias e instituciones sin fines de lucro;;300,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;300,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE MIGRACIONES;;745.412,85;
 ; ;;;;
 ; ;;;;
;;TOTAL Acciones en favor de los inmigrantes;;745.412,85;
;;



