;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 32 MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;
;Programa: 212A Pensiones no contributivas y prestaciones asistenciales;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;32.02;;Total;
4;TRANSFERENCIAS CORRIENTES;4.100,00;;4.100,00;
48; A familias e instituciones sin fines de lucro;4.100,00;;4.100,00;
;TOTAL;4.100,00;;4.100,00;
;;



