;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 28 MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES;
;Programa: 461M Dirección y Servicios Generales de Ciencia, Innovación y Universidades;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
28.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;279,72;
;11;Personal eventual;;685,56;
;12;Funcionarios;;35.937,63;
;13;Laborales;;612,62;
;15;Incentivos al rendimiento;;1.930,48;
;150;Productividad;;1.894,84;
;151;Gratificaciones;;35,64;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.888,29;
;16000; Seguridad Social;1.274,55;;
;16200; Formación y perfeccionamiento del personal;146,68;;
;16201; Economatos y comedores;46,97;;
;16204; Acción social;313,45;;
;;TOTAL GASTOS DE PERSONAL;;41.334,30;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;622,43;
;202;Arrendamientos de edificios y otras construcciones;;622,43;
;21;Reparaciones, mantenimiento y conservación;;507,26;
;22;Material, suministros y otros;;6.733,23;
;22502; Locales;483,40;;
;22601; Atenciones protocolarias y representativas;10,00;;
;23;Indemnizaciones por razón del servicio;;465,99;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;8.328,91;
 ; ;;;;
;6;INVERSIONES REALES;;4.850,59;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;20,00;
;830;Préstamos a corto plazo;;3,50;
;831;Préstamos a largo plazo;;16,50;
;;TOTAL ACTIVOS FINANCIEROS;;20,00;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;54.533,80;
 ; ;;;;
 ; ;;;;
28.02;;SECRETARÍA GENERAL TÉCNICA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;1.993,49;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;272,69;
;16000; Seguridad Social;272,69;;
;;TOTAL GASTOS DE PERSONAL;;2.327,22;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;561,80;
;22601; Atenciones protocolarias y representativas;3,00;;
;23;Indemnizaciones por razón del servicio;;1,47;
;24;Gastos de publicaciones;;203,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;766,27;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;3.093,49;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Ciencia, Innovación y Universidades;;57.627,29;
;;



