;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;Resumen general por servicios y artículos del presupuesto de gastos;
;;
;Sección: 21 MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;21.01;21.02;21.03;21.04;21.05;21.06;21.07;21.08;21.09;21.10;21.11;Total;
1;GASTOS DE PERSONAL;25.906,29;3.236,39;9.917,58;1.845,47;5.016,96;6.087,23;6.478,01;5.765,96;1.830,73;2.313,08;5.142,09;73.539,79;
10; Altos cargos;208,53;61,02;61,02;71,15;61,02;61,02;61,02;61,02;71,15;61,02;61,02;838,99;
11; Personal eventual;519,82;;;;;;;;;;;519,82;
12; Funcionarios;14.827,27;2.573,03;6.677,38;1.584,77;4.546,44;5.053,66;5.551,26;4.856,30;1.483,12;2.002,09;4.212,99;53.368,31;
13; Laborales;702,04;248,16;1.952,39;;;179,46;34,05;203,29;65,96;;37,58;3.422,93;
15; Incentivos al rendimiento;7.398,21;;;;;;;;;;;7.398,21;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;2.250,42;354,18;1.226,79;189,55;409,50;793,09;831,68;645,35;210,50;249,97;830,50;7.991,53;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;20.861,92;;;;;;;;;;;20.861,92;
20; Arrendamientos y cánones;1.570,00;;;;;;;;;;;1.570,00;
21; Reparaciones, mantenimiento y conservación;4.083,71;;;;;;;;;;;4.083,71;
22; Material, suministros y otros;12.462,38;;;;;;;;;;;12.462,38;
23; Indemnizaciones por razón del servicio;2.425,83;;;;;;;;;;;2.425,83;
24; Gastos de publicaciones;320,00;;;;;;;;;;;320,00;
3;GASTOS FINANCIEROS;23,17;;;16,18;;;;;;;;39,35;
35; Intereses de demora y otros gastos financieros;23,17;;;16,18;;;;;;;;39,35;
4;TRANSFERENCIAS CORRIENTES;19.503,75;33,00;;30.478,84;1.095,60;140,00;430,00;6.441,40;;119,56;998,24;59.240,39;
44; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;1,50;;;;500,00;;;;;;300,00;801,50;
47; A empresas privadas;10.073,32;;;;445,60;;180,00;;;;;10.698,92;
48; A familias e instituciones sin fines de lucro;7.208,99;33,00;;70,00;150,00;140,00;250,00;6.441,40;;119,56;698,24;15.111,19;
49; Al exterior;2.219,94;;;30.408,84;;;;;;;;32.628,78;
6;INVERSIONES REALES;9.897,44;155,00;8.791,36;4.474,35;7.454,71;18.881,80;24.663,51;62.682,04;;21.638,00;22.579,00;181.217,21;
60; Inversión nueva en infraestructuras y bienes destinados al uso general;;;;;;;;43.532,47;;;;43.532,47;
61; Inversión de reposición en infraestructuras y bienes destinados al uso general;;;;;;;;9.859,00;;;;9.859,00;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;216,46;65,00;;;;525,00;500,00;;;6,00;5,00;1.317,46;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;2.981,98;;3.595,00;;100,00;125,00;950,00;;;822,00;150,00;8.723,98;
64; Gastos de inversiones de carácter inmaterial;6.699,00;90,00;5.196,36;4.474,35;7.354,71;18.231,80;23.213,51;9.290,57;;20.810,00;22.424,00;117.784,30;
7;TRANSFERENCIAS DE CAPITAL;4.201,00;;;;44.887,00;21.581,47;2.815,73;159.499,16;;300,00;33.624,83;266.909,19;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;;;;;;;;;;514,00;514,00;
75; A Comunidades Autónomas;101,00;;;;30.302,00;21.581,47;200,00;158.710,01;;;13.100,00;223.994,48;
76; A Entidades Locales;;;;;;;;198,00;;;;198,00;
77; A empresas privadas;4.100,00;;;;9.550,00;;600,00;;;;20.010,83;34.260,83;
78; A familias e instituciones sin fines de lucro;;;;;5.035,00;;2.015,73;591,15;;300,00;;7.941,88;
8;ACTIVOS FINANCIEROS;25.134,20;;;;;;;111.872,10;;;;137.006,30;
82; Concesión de préstamos al Sector Público;25.000,00;;;;;;;15.000,00;;;;40.000,00;
83; Concesión de préstamos fuera del Sector Público;124,20;;;;;;;;;;;124,20;
84; Constitución de depósitos y fianzas;10,00;;;;;;;;;;;10,00;
85; Adquisición de acciones y participaciones del Sector Público;;;;;;;;96.872,10;;;;96.872,10;
;TOTAL CONSOLIDADO;105.527,77;3.424,39;18.708,94;36.814,84;58.454,27;46.690,50;34.387,25;346.260,66;1.830,73;24.370,64;62.344,16;738.814,15;
4;TRANSFERENCIAS CORRIENTES;280.163,40;;;20.675,22;;;;;;;;300.838,62;
41; A Organismos Autónomos;280.163,40;;;20.675,22;;;;;;;;300.838,62;
7;TRANSFERENCIAS DE CAPITAL;571,24;;;39.628,45;;;;;;;;40.199,69;
71; A Organismos Autónomos;571,24;;;39.628,45;;;;;;;;40.199,69;
;TOTAL TRANSFERENCIAS ENTRE SUBSECTORES;280.734,64;;;60.303,67;;;;;;;;341.038,31;
;TOTAL;386.262,41;3.424,39;18.708,94;97.118,51;58.454,27;46.690,50;34.387,25;346.260,66;1.830,73;24.370,64;62.344,16;1.079.852,46;
;;



