;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 21 MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN;
;Programa: 412D Competitividad y calidad de la sanidad agraria;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;21.06;;Total;
1;GASTOS DE PERSONAL;6.087,23;;6.087,23;
10; Altos cargos;61,02;;61,02;
12; Funcionarios;5.053,66;;5.053,66;
13; Laborales;179,46;;179,46;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;793,09;;793,09;
4;TRANSFERENCIAS CORRIENTES;140,00;;140,00;
48; A familias e instituciones sin fines de lucro;140,00;;140,00;
6;INVERSIONES REALES;18.881,80;;18.881,80;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;525,00;;525,00;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;125,00;;125,00;
64; Gastos de inversiones de carácter inmaterial;18.231,80;;18.231,80;
7;TRANSFERENCIAS DE CAPITAL;21.581,47;;21.581,47;
75; A Comunidades Autónomas;21.581,47;;21.581,47;
;TOTAL;46.690,50;;46.690,50;
;;



