;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 21 MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN;
;Programa: 412M Regulación de los mercados agrarios;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
21.04;;SECRETARÍA GENERAL DE RECURSOS AGRARIOS Y SEGURIDAD ALIMENTARIA;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;49;Al exterior;;30.408,84;
;490;Abono al Tesoro Público, por cuenta del Organismo Autónomo Fondo Español de Garantía Agraria (FEGA) de las diferencias puestas de manifiesto en las liquidaciones con la Unión Europea correspondientes al FEAGA;;30.408,84;
;;TOTAL TRANSFERENCIAS CORRIENTES;;30.408,84;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE RECURSOS AGRARIOS Y SEGURIDAD ALIMENTARIA;;30.408,84;
 ; ;;;;
 ; ;;;;
21.101;;AGENCIA DE INFORMACIÓN Y CONTROL ALIMENTARIOS;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;388,64;
;150;Productividad;;388,64;
;16000; Seguridad Social;569,45;;
;16200; Formación y perfeccionamiento del personal;39,35;;
;16204; Acción social;29,13;;
;;TOTAL GASTOS DE PERSONAL;;4.092,10;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;60,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;3.656,05;
 ; ;;;;
;6;INVERSIONES REALES;;1.540,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;17,33;
;830;Préstamos a corto plazo;;17,33;
;;TOTAL ACTIVOS FINANCIEROS;;17,33;
 ; ;;;;
;;TOTAL AGENCIA DE INFORMACIÓN Y CONTROL ALIMENTARIOS;;9.305,48;
 ; ;;;;
 ; ;;;;
21.103;;FONDO ESPAÑOL DE GARANTÍA AGRARIA;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;1.352,60;
;150;Productividad;;1.256,33;
;151;Gratificaciones;;96,27;
;16000; Seguridad Social;1.278,64;;
;16200; Formación y perfeccionamiento del personal;127,61;;
;16204; Acción social;174,06;;
;;TOTAL GASTOS DE PERSONAL;;12.204,27;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;325,75;;
;22601; Atenciones protocolarias y representativas;1,50;;
;278;Gastos corrientes en bienes y servicios. Presidencia española del Consejo de la Unión Europea;;180,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;7.860,65;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;1.110,00;
;451;Financiación FEAGA a Comunidades Autónomas;;1.110,00;
;47;A empresas privadas;;5.666.262,14;
;470;Producción agraria con aportación financiera del FEAGA.;;5.664.262,14;
;471;A empresas privadas;;2.000,00;
;48;A familias e instituciones sin fines de lucro;;25.837,00;
;480;Pensiones a familias de carácter civil;;20,00;
;481;Becas de formación;;217,00;
;482;Financiación a entidades sin ánimo de lucro;;25.600,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;5.693.209,14;
 ; ;;;;
;6;INVERSIONES REALES;;34.208,87;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;100,00;
;830;Préstamos a corto plazo;;50,00;
;831;Préstamos a largo plazo;;50,00;
;;TOTAL ACTIVOS FINANCIEROS;;100,00;
 ; ;;;;
;;TOTAL FONDO ESPAÑOL DE GARANTÍA AGRARIA;;5.747.582,93;
 ; ;;;;
 ; ;;;;
;;TOTAL Regulación de los mercados agrarios;;5.787.297,25;
;;



