;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;Programa: 42KD C11.I04 Plan de Transición Energética en la Administración General del Estado;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
14.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;156.645,33;
 ; ;;;;
 ; ;;;;
14.301;;CENTRO NACIONAL DE INTELIGENCIA;;2.947,56;
 ; ;;;;
 ; ;;;;
;;TOTAL C11.I04 Plan de Transición Energética en la Administración General del Estado;;159.592,89;
;;



