;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;Programa: 122N Apoyo Logístico;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
14.01;;MINISTERIO Y SUBSECRETARÍA;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;520.801,29;
;13;Laborales;;84.908,08;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;33.183,10;
;16000; Seguridad Social;33.183,10;;
;;TOTAL GASTOS DE PERSONAL;;638.892,47;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;4.203,65;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.203,65;
 ; ;;;;
;;TOTAL MINISTERIO Y SUBSECRETARÍA;;643.096,12;
 ; ;;;;
 ; ;;;;
14.02;;CUARTEL GENERAL DEL EMAD;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;5.504,36;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;5.504,36;
 ; ;;;;
;6;INVERSIONES REALES;;16.482,45;
 ; ;;;;
;;TOTAL CUARTEL GENERAL DEL EMAD;;21.986,81;
 ; ;;;;
 ; ;;;;
14.03;;SECRETARÍA DE ESTADO DE DEFENSA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;15.303,97;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;15.303,97;
 ; ;;;;
;6;INVERSIONES REALES;;20.957,26;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE DEFENSA;;36.261,23;
 ; ;;;;
 ; ;;;;
14.12;;EJÉRCITO DE TIERRA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;42.320,88;
;22;Material, suministros y otros;;11.242,35;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;53.563,23;
 ; ;;;;
;6;INVERSIONES REALES;;32.850,24;
 ; ;;;;
;;TOTAL EJÉRCITO DE TIERRA;;86.413,47;
 ; ;;;;
 ; ;;;;
14.17;;ARMADA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;17.934,14;
;22;Material, suministros y otros;;12.209,21;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;30.143,35;
 ; ;;;;
;6;INVERSIONES REALES;;25.902,20;
 ; ;;;;
;;TOTAL ARMADA;;56.045,55;
 ; ;;;;
 ; ;;;;
14.22;;EJÉRCITO DEL AIRE Y DEL ESPACIO;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;16.174,80;
;22;Material, suministros y otros;;1.400,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;17.574,80;
 ; ;;;;
;6;INVERSIONES REALES;;30.432,85;
 ; ;;;;
;;TOTAL EJÉRCITO DEL AIRE Y DEL ESPACIO;;48.007,65;
 ; ;;;;
 ; ;;;;
14.107;;INSTITUTO DE VIVIENDA, INFRAESTRUCTURA Y EQUIPAMIENTO DE LA DEFENSA;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;1.127,45;
;150;Productividad;;479,63;
;151;Gratificaciones;;15,71;
;153;Complemento de dedicación especial;;632,11;
;16000; Seguridad Social;1.419,28;;
;16200; Formación y perfeccionamiento del personal;60,00;;
;16201; Economatos y comedores;100,00;;
;16204; Acción social;100,30;;
;;TOTAL GASTOS DE PERSONAL;;14.568,44;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;7.500,00;;
;22601; Atenciones protocolarias y representativas;2,34;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;34.940,25;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;70,00;
;352;Intereses de demora;;60,00;
;359;Otros gastos financieros;;10,00;
;;TOTAL GASTOS FINANCIEROS;;70,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;55.000,00;
;481;Indemnización por desalojo de vivienda;;1.000,00;
;482;Compensación económica por carencia de vivienda;;54.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;55.000,00;
 ; ;;;;
;6;INVERSIONES REALES;;31.589,59;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;120,00;
;831;Préstamos a largo plazo;;120,00;
;84;Constitución de depósitos y fianzas;;10,00;
;840;Depósitos;;5,00;
;841;Fianzas;;5,00;
;;TOTAL ACTIVOS FINANCIEROS;;130,00;
 ; ;;;;
;;TOTAL INSTITUTO DE VIVIENDA, INFRAESTRUCTURA Y EQUIPAMIENTO DE LA DEFENSA;;136.298,28;
 ; ;;;;
 ; ;;;;
;;TOTAL Apoyo Logístico;;1.028.109,11;
;;



