;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 323M Becas y ayudas a estudiantes;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
18.04;;DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;58.559,61;
;454;Programa de cobertura de libros de texto y material didáctico;;58.559,61;
;48;A familias e instituciones sin fines de lucro;;90,00;
;484;Otras becas y ayudas;;90,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;58.649,61;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL;;58.649,61;
 ; ;;;;
 ; ;;;;
18.05;;SECRETARÍA GENERAL DE FORMACIÓN PROFESIONAL;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;160,00;
;484;Becas y otras ayudas;;160,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;160,00;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE FORMACIÓN PROFESIONAL;;160,00;
 ; ;;;;
 ; ;;;;
18.08;;DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;1.048,52;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;87,83;
;16000; Seguridad Social;87,83;;
;;TOTAL GASTOS DE PERSONAL;;1.136,35;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;172,02;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;172,02;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;1,00;
;352;Intereses de demora;;1,00;
;;TOTAL GASTOS FINANCIEROS;;1,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;2.489.665,12;
;482;Becas y ayudas al estudio de carácter general;;2.474.326,19;
;48207; Compensación a la UNED por la exención o bonificación de los precios públicos por servicios académicos a estudiantes con discapacidad;6.226,40;;
;483;Becas y ayudas escolares;;4.885,00;
;484;Otras becas y ayudas;;10.453,93;
;48404; A la Asociación Olimpiada Española de Biología (AOEB) para la organización de la Olimpiada Iberoamericana de Biología;40,00;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;2.489.665,12;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA;;2.490.974,49;
 ; ;;;;
 ; ;;;;
;;TOTAL Becas y ayudas a estudiantes;;2.549.784,10;
;;



