;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 322F Educación en el exterior;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;18.08;;Total;
1;GASTOS DE PERSONAL;100.576,56;;100.576,56;
12; Funcionarios;88.453,25;;88.453,25;
13; Laborales;7.640,84;;7.640,84;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;4.482,47;;4.482,47;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;9.484,83;;9.484,83;
20; Arrendamientos y cánones;69,45;;69,45;
21; Reparaciones, mantenimiento y conservación;167,80;;167,80;
22; Material, suministros y otros;3.779,35;;3.779,35;
23; Indemnizaciones por razón del servicio;5.417,28;;5.417,28;
24; Gastos de publicaciones;50,95;;50,95;
3;GASTOS FINANCIEROS;42,28;;42,28;
35; Intereses de demora y otros gastos financieros;42,28;;42,28;
4;TRANSFERENCIAS CORRIENTES;28,00;;28,00;
49; Al exterior;28,00;;28,00;
6;INVERSIONES REALES;25,00;;25,00;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;5,00;;5,00;
64; Gastos de inversiones de carácter inmaterial;20,00;;20,00;
;TOTAL;110.156,67;;110.156,67;
;;



