;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 322L Inversiones en centros educativos y otras actividades educativas;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
18.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;17.333,67;
;13;Laborales;;1.885,70;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.089,60;
;16000; Seguridad Social;2.089,60;;
;;TOTAL GASTOS DE PERSONAL;;21.308,97;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;91,64;
;485;Fomento de la participación de los representantes de los empleados públicos en los órganos de negociación colectiva de los centros docentes públicos no universitarios;;91,64;
;;TOTAL TRANSFERENCIAS CORRIENTES;;91,64;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;21.400,61;
 ; ;;;;
 ; ;;;;
18.03;;SECRETARÍA DE ESTADO DE EDUCACIÓN;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;20,00;
;489;Premios Aulas por la Igualdad;;20,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;20,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE EDUCACIÓN;;20,00;
 ; ;;;;
 ; ;;;;
18.04;;DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;1.604,59;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;89,02;
;16000; Seguridad Social;59,59;;
;16200; Formación y perfeccionamiento del personal;29,43;;
;;TOTAL GASTOS DE PERSONAL;;1.693,61;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;370,00;
;22;Material, suministros y otros;;6.696,33;
;23;Indemnizaciones por razón del servicio;;329,78;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;7.396,11;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;3.731,38;
;441;A la Corporación RTVE para la producción y emisión del espacio educativo "La aventura del saber";;731,38;
;442;A la Corporación RTVE para la producción y emisión del espacio educativo “Aprendemos en Clan";;1.200,00;
;443;Transferencia a Red.es para el desarrollo de recursos educativos;;1.800,00;
;45;A Comunidades Autónomas;;41.600,00;
;450;Programa de bienestar emocional en el ámbito educativo;;5.000,00;
;456;Programa de Inclusión Educativa;;36.600,00;
;48;A familias e instituciones sin fines de lucro;;4.466,53;
