;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 336A Fomento y apoyo de las actividades deportivas;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
18.106;;CONSEJO SUPERIOR DE DEPORTES;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;851,23;
;150;Productividad;;834,11;
;151;Gratificaciones;;17,12;
;16000; Seguridad Social;2.297,46;;
;16200; Formación y perfeccionamiento del personal;29,47;;
;16201; Economatos y comedores;32,85;;
;16204; Acción social;27,73;;
;;TOTAL GASTOS DE PERSONAL;;13.155,23;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;770,00;;
;22601; Atenciones protocolarias y representativas;15,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;16.303,22;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;160,00;
;352;Intereses de demora;;160,00;
;;TOTAL GASTOS FINANCIEROS;;160,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;7.880,00;
;453;A universidades y entidades públicas para programas de apoyo científico al deporte y actividades afines;;680,00;
;454;A comunidades autónomas y ciudades autónomas para desplazamientos de deportistas;;1.500,00;
;45401; A la Comunidad Autónoma de Illes Balears para desplazamientos de deportistas;300,00;;
;45402; A la Comunidad Autónoma de Canarias para desplazamientos de deportistas;600,00;;
;45403; A la Ciudad Autónoma de Ceuta para desplazamientos de deportistas;150,00;;
;45404; A la Ciudad Autónoma de Melilla para desplazamientos de deportistas;450,00;;
