;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 321N Formación permanente del profesorado de Educación;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;18.04;;Total;
1;GASTOS DE PERSONAL;3,87;;3,87;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;3,87;;3,87;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;800,61;;800,61;
21; Reparaciones, mantenimiento y conservación;8,88;;8,88;
22; Material, suministros y otros;419,43;;419,43;
23; Indemnizaciones por razón del servicio;372,30;;372,30;
4;TRANSFERENCIAS CORRIENTES;1.032,96;;1.032,96;
48; A familias e instituciones sin fines de lucro;1.032,96;;1.032,96;
6;INVERSIONES REALES;10,00;;10,00;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;10,00;;10,00;
;TOTAL;1.847,44;;1.847,44;
;;



