;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 32TC C20.I03 Innovación e internacionalización de la formación profesional;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
18.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;1;GASTOS DE PERSONAL;;;
;19;Gastos de personal. Mecanismo de Recuperación y Resiliencia;;6.020,06;
;;TOTAL GASTOS DE PERSONAL;;6.020,06;
 ; ;;;;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;193.203,23;
 ; ;;;;
 ; ;;;;
;;TOTAL C20.I03 Innovación e internacionalización de la formación profesional;;193.203,23;
;;



