;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 13 MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES;
;Programa: 337A Administración del Patrimonio Histórico-Nacional;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
13.105;;CONSEJO DE ADMINISTRACIÓN DEL PATRIMONIO NACIONAL;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;1.625,16;
;150;Productividad;;1.172,38;
;151;Gratificaciones;;5,74;
;154;Otras gratificaciones por Actos de Estado;;447,04;
;16000; Seguridad Social;11.341,65;;
;16200; Formación y perfeccionamiento del personal;136,20;;
;16204; Acción social;111,25;;
;;TOTAL GASTOS DE PERSONAL;;59.914,58;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22109; Labores Fábrica Nacional Moneda y Timbre;1,00;;
;22601; Atenciones protocolarias y representativas;5,00;;
;22611; Gastos protocolarios y representativos derivados de actos institucionales.;73,50;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;42.083,82;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;20,00;
;359;Otros gastos financieros;;20,00;
;;TOTAL GASTOS FINANCIEROS;;20,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;210,00;
;482;Becas;;90,00;
;483;Convenio Monasterio de Yuste;;70,00;
;484;Pensiones a personal laboral;;50,00;
;49;Al exterior;;13,54;
;490;Cuota a la Asociación de Residencias Reales Europeas (ARRE);;8,80;
;491;Cuota al Consejo Internacional de Museos (ICOM);;0,63;
;492;Cuota a la Asociación para la Defensa de los Monumentos y de los Sitios Histórico-Artísticos (ICOMOS);;3,00;
;493;Cuota al Consejo Internacional de Restauradores de arte holandés y flamenco (CODART);;1,00;
;494;Cuota al Centro Internacional de Estudios de Telas Antiguas (CIETA);;0,11;
;;TOTAL TRANSFERENCIAS CORRIENTES;;223,54;
 ; ;;;;
;6;INVERSIONES REALES;;17.899,78;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;500,00;
;741;A la Sociedad "Hipódromo de la Zarzuela, S.A.". Deudas de ejercicios anteriores;;500,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;500,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;440,00;
;830;Préstamos a corto plazo;;40,00;
;831;Préstamos a largo plazo;;400,00;
;;TOTAL ACTIVOS FINANCIEROS;;440,00;
 ; ;;;;
;9;PASIVOS FINANCIEROS;;;
;94;Devolución de depósitos y fianzas;;50,00;
;941;Devolución de fianzas;;50,00;
;;TOTAL PASIVOS FINANCIEROS;;50,00;
 ; ;;;;
;;TOTAL CONSEJO DE ADMINISTRACIÓN DEL PATRIMONIO NACIONAL;;121.131,72;
 ; ;;;;
 ; ;;;;
;;TOTAL Administración del Patrimonio Histórico-Nacional;;121.131,72;
;;



