;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 13 MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES;
;Programa: 912M Presidencia del Gobierno;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;13.07;;Total;
1;GASTOS DE PERSONAL;37.525,16;;37.525,16;
10; Altos cargos;1.336,16;;1.336,16;
11; Personal eventual;18.030,00;;18.030,00;
12; Funcionarios;5.544,99;;5.544,99;
13; Laborales;1.502,76;;1.502,76;
15; Incentivos al rendimiento;6.045,03;;6.045,03;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;5.066,22;;5.066,22;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;14.086,28;;14.086,28;
20; Arrendamientos y cánones;115,30;;115,30;
21; Reparaciones, mantenimiento y conservación;1.726,11;;1.726,11;
22; Material, suministros y otros;7.070,87;;7.070,87;
23; Indemnizaciones por razón del servicio;5.024,00;;5.024,00;
25; Conciertos de asistencia sanitaria;150,00;;150,00;
4;TRANSFERENCIAS CORRIENTES;298,32;;298,32;
48; A familias e instituciones sin fines de lucro;298,32;;298,32;
6;INVERSIONES REALES;3.684,64;;3.684,64;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;276,95;;276,95;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;1.626,54;;1.626,54;
64; Gastos de inversiones de carácter inmaterial;1.781,15;;1.781,15;
;TOTAL;55.594,40;;55.594,40;
;;



