;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 31 MINISTERIO DE JUVENTUD E INFANCIA;
;Programa: 232N Dirección y Servicios Generales de Juventud e Infancia;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
31.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;208,56;
;11;Personal eventual;;518,37;
;12;Funcionarios;;3.741,11;
;15;Incentivos al rendimiento;;2.601,16;
;150;Productividad;;2.582,59;
;151;Gratificaciones;;18,57;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;971,29;
;16000; Seguridad Social;865,57;;
;16200; Formación y perfeccionamiento del personal;38,72;;
;16204; Acción social;45,00;;
;;TOTAL GASTOS DE PERSONAL;;8.040,49;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;773,00;
;202;Arrendamientos de edificios y otras construcciones;;768,00;
;22;Material, suministros y otros;;114,68;
;22601; Atenciones protocolarias y representativas;64,68;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;887,68;
 ; ;;;;
;6;INVERSIONES REALES;;5,00;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;8.933,17;
 ; ;;;;
 ; ;;;;
31.02;;SECRETARÍA GENERAL TÉCNICA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;679,97;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;212,00;
;16000; Seguridad Social;212,00;;
;;TOTAL GASTOS DE PERSONAL;;953,01;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;12,34;
;22601; Atenciones protocolarias y representativas;2,34;;
;23;Indemnizaciones por razón del servicio;;22,50;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;34,84;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;987,85;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Juventud e Infancia;;9.921,02;
;;



