;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 922N Coordinación y relaciones financieras con los Entes Territoriales;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.22;;SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;132,21;
;12;Funcionarios;;6.540,85;
;13;Laborales;;25,46;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;760,00;
;16000; Seguridad Social;760,00;;
;;TOTAL GASTOS DE PERSONAL;;7.458,52;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;53,21;
;22;Material, suministros y otros;;247,94;
;22502; Locales;14,00;;
;22601; Atenciones protocolarias y representativas;7,02;;
;23;Indemnizaciones por razón del servicio;;62,66;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;363,81;
 ; ;;;;
;6;INVERSIONES REALES;;1.076,37;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;87;Aportaciones patrimoniales;;16.000.000,00;
;877;Aportación Patrimonial al Fondo de Financiación a Comunidades Autónomas;;15.000.000,00;
;878;Aportación Patrimonial al Fondo de Financiación a Entidades Locales;;1.000.000,00;
;;TOTAL ACTIVOS FINANCIEROS;;16.000.000,00;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL;;16.008.898,70;
 ; ;;;;
 ; ;;;;
;;TOTAL Coordinación y relaciones financieras con los Entes Territoriales;;16.008.898,70;
;;



