;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 932M Gestión del catastro inmobiliario;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.08;;DIRECCIÓN GENERAL DEL CATASTRO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,05;
;12;Funcionarios;;76.432,11;
;13;Laborales;;1.603,06;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;6.700,00;
;16000; Seguridad Social;6.700,00;;
;;TOTAL GASTOS DE PERSONAL;;84.796,22;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;2.733,15;
;22;Material, suministros y otros;;3.713,35;
;22601; Atenciones protocolarias y representativas;2,34;;
;23;Indemnizaciones por razón del servicio;;332,26;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;6.778,76;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;50,67;
;352;Intereses de demora;;50,67;
;;TOTAL GASTOS FINANCIEROS;;50,67;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;49;Al exterior;;24,94;
;493;Cuota a EUROGEOGRAPHICS;;24,94;
;;TOTAL TRANSFERENCIAS CORRIENTES;;24,94;
 ; ;;;;
;6;INVERSIONES REALES;;22.387,34;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DEL CATASTRO;;114.037,93;
 ; ;;;;
 ; ;;;;
;;TOTAL Gestión del catastro inmobiliario;;114.037,93;
;;



