;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 931O Política tributaria;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.07;;DIRECCIÓN GENERAL DE TRIBUTOS;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,05;
;12;Funcionarios;;5.297,74;
;13;Laborales;;27,27;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;270,00;
;16000; Seguridad Social;270,00;;
;;TOTAL GASTOS DE PERSONAL;;5.656,06;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;18,15;
;22;Material, suministros y otros;;20,40;
;22601; Atenciones protocolarias y representativas;2,34;;
;23;Indemnizaciones por razón del servicio;;240,29;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;278,84;
 ; ;;;;
;6;INVERSIONES REALES;;34,31;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE TRIBUTOS;;5.969,21;
 ; ;;;;
 ; ;;;;
;;TOTAL Política tributaria;;5.969,21;
;;



