;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 921T Servicios de transportes de Ministerios;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.107;;PARQUE MÓVIL DEL ESTADO;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;1.679,35;
;150;Productividad;;1.649,19;
;151;Gratificaciones;;30,16;
;16000; Seguridad Social;9.602,08;;
;16200; Formación y perfeccionamiento del personal;30,49;;
;16204; Acción social;100,00;;
;;TOTAL GASTOS DE PERSONAL;;42.124,57;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;700,00;;
;22601; Atenciones protocolarias y representativas;2,34;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.783,23;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;25,00;
;352;Intereses de demora;;20,00;
;359;Otros gastos financieros;;5,00;
;;TOTAL GASTOS FINANCIEROS;;25,00;
 ; ;;;;
;6;INVERSIONES REALES;;1.500,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;101,52;
;831;Préstamos a largo plazo;;101,52;
;;TOTAL ACTIVOS FINANCIEROS;;101,52;
 ; ;;;;
;;TOTAL PARQUE MÓVIL DEL ESTADO;;48.534,32;
 ; ;;;;
 ; ;;;;
;;TOTAL Servicios de transportes de Ministerios;;48.534,32;
;;



