;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 26 MINISTERIO DE SANIDAD;
;Programa: 311O Políticas de Salud y Ordenación Profesional;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
26.04;;SECRETARÍA DE ESTADO DE SANIDAD;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;80,30;
;11;Personal eventual;;254,57;
;12;Funcionarios;;489,07;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;166,68;
;16000; Seguridad Social;166,68;;
;;TOTAL GASTOS DE PERSONAL;;990,62;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;142,03;
;23;Indemnizaciones por razón del servicio;;124,24;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;266,27;
 ; ;;;;
;6;INVERSIONES REALES;;3,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE SANIDAD;;1.259,89;
 ; ;;;;
 ; ;;;;
26.12;;DIRECCIÓN GENERAL DE ORDENACIÓN PROFESIONAL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;2.760,18;
;13;Laborales;;110,55;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;439,99;
;16000; Seguridad Social;439,99;;
;;TOTAL GASTOS DE PERSONAL;;3.371,76;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;1.897,97;
;23;Indemnizaciones por razón del servicio;;1.270,10;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;3.168,07;
 ; ;;;;
;6;INVERSIONES REALES;;6,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE ORDENACIÓN PROFESIONAL;;6.545,83;
 ; ;;;;
 ; ;;;;
;;TOTAL Políticas de Salud y Ordenación Profesional;;7.805,72;
;;



