;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 26 MINISTERIO DE SANIDAD;
;Programa: 231A Plan Nacional sobre Drogas;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
26.18;;DELEGACIÓN DEL GOBIERNO PARA EL PLAN NACIONAL SOBRE DROGAS;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;2.317,39;
;13;Laborales;;116,66;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;345,49;
;16000; Seguridad Social;345,49;;
;;TOTAL GASTOS DE PERSONAL;;2.840,58;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;72,00;
;22;Material, suministros y otros;;926,73;
;22611; Gastos protocolarios y representativos derivados de actos institucionales;11,00;;
;22711; Para actividades de prevención, investigación, persecución y represión de los delitos relacionados con el tráfico de drogas y demás fines a que se refiere la Ley 17/2003, de 29 de mayo;3,00;;
;23;Indemnizaciones por razón del servicio;;94,85;
;24;Gastos de publicaciones;;37,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.130,58;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;9.522,40;
;451;Para toda clase de gastos que origine el desarrollo de la Estrategia Nacional sobre Drogas en los programas autonómicos derivados del Plan Nacional sobre Drogas ;;3.270,16;
;452;Para toda clase de gastos que originen los programas de prevención de drogodependencias desarrollados en el marco de la Estrategia Nacional sobre Drogas;;3.962,63;
;454;Para toda clase de gastos derivados del desarrollo del Observatorio Español de las Drogas y las Adicciones;;1.033,29;
;456;Para toda clase de gastos derivados de programas de rehabilitación-reinserción de toxicómanos con problemas juridicopenales;;1.253,32;
;458;Para actividades de las Comunidades y Ciudades Autónomas en aplicación de la Ley 17/2003;;3,00;
;46;A Entidades Locales;;3,00;
;462;A CC.LL. en aplicación de la Ley 17/2003;;3,00;
;48;A familias e instituciones sin fines de lucro;;1.002,49;
;481;A ONGs sin ánimo de lucro, de ámbito estatal, para el desarrollo de programas supracomunitarios en el marco de prioridades del Plan Nacional sobre Drogas;;996,49;
;482;Programas desarrollados por ONGs de ámbito estatal, financiados a través del Fondo creado por la Ley 17/2003;;3,00;
;483;A la Federación Española de Municipios y Provincias para el desarrollo de programas sobre drogodependencias financiados a través del Fondo creado por la Ley 17/2003;;3,00;
;49;Al exterior;;3,00;
;492;Programas de cooperación internacional en aplicación de la Ley 17/2003;;3,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;10.530,89;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;125,17;
;751;A Comunidades Autónomas, para proyectos de investigación;;125,17;
;78;A familias e instituciones sin fines de lucro;;484,62;
;781;Para proyectos de investigación;;484,62;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;609,79;
 ; ;;;;
;;TOTAL DELEGACIÓN DEL GOBIERNO PARA EL PLAN NACIONAL SOBRE DROGAS;;15.111,84;
 ; ;;;;
 ; ;;;;
;;TOTAL Plan Nacional sobre Drogas;;15.111,84;
;;



