;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN;
;Programa: 141M Dirección y Servicios Generales de Asuntos Exteriores, Unión Europea y Cooperación;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
12.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;452,65;
;11;Personal eventual;;822,94;
;12;Funcionarios;;44.557,16;
;13;Laborales;;3.511,41;
;15;Incentivos al rendimiento;;5.713,70;
;150;Productividad;;5.304,95;
;151;Gratificaciones;;408,75;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;4.642,91;
;16000; Seguridad Social;3.066,14;;
;16200; Formación y perfeccionamiento del personal;63,26;;
;16201; Economatos y comedores;211,33;;
;16204; Acción social;550,00;;
;;TOTAL GASTOS DE PERSONAL;;59.700,77;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;500,00;
;202;Arrendamientos de edificios y otras construcciones;;250,00;
;21;Reparaciones, mantenimiento y conservación;;4.043,45;
;22;Material, suministros y otros;;14.345,44;
;22109; Labores Fábrica Nacional Moneda y Timbre;10,00;;
;22502; Locales;1.854,03;;
;22601; Atenciones protocolarias y representativas;17,24;;
;22608; Gastos reservados;186,31;;
;22611; Gastos protocolarios y representativos derivados de actos institucionales;1.100,00;;
;23;Indemnizaciones por razón del servicio;;4.777,08;
;24;Gastos de publicaciones;;70,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;23.735,97;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;6,00;
;352;Intereses de demora;;3,00;
;359;Otros gastos financieros;;3,00;
;;TOTAL GASTOS FINANCIEROS;;6,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;33,06;
;449;A la Obra Pía de los Santos Lugares;;33,06;
;48;A familias e instituciones sin fines de lucro;;507,12;
;481;A familias e instituciones sin fines de lucro;;24,31;
;48110; Fundación CEI (Centro de Estudios Internacionales);24,31;;
;483;Becas formativas;;482,81;
;49;Al exterior;;3,01;
;491;A la Basílica de Santa María la Mayor de Roma (Óbolo Regio);;3,01;
;;TOTAL TRANSFERENCIAS CORRIENTES;;543,19;
 ; ;;;;
;6;INVERSIONES REALES;;11.869,80;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;22,80;
;830;Préstamos a corto plazo;;22,80;
;;TOTAL ACTIVOS FINANCIEROS;;22,80;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;95.878,53;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Asuntos Exteriores, Unión Europea y Cooperación;;95.878,53;
;;



