;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 425A Normativa y desarrollo energético;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.03;;SECRETARÍA DE ESTADO DE ENERGÍA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;151,45;
;11;Personal eventual;;251,09;
;12;Funcionarios;;1.504,78;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;303,18;
;16000; Seguridad Social;303,18;;
;;TOTAL GASTOS DE PERSONAL;;2.210,50;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;27.500,00;
;443;Al IDAE. Para financiar las actuaciones de asistencia técnica y económica al Ministerio de adscripción, en procedimientos administrativos, judiciales o arbitrales (DA duodécima del Real Decreto-ley 20/2012);;12.500,00;
;447;Al IDAE para trabajos técnicos y divulgativos;;15.000,00;
;45;A Comunidades Autónomas;;255.000,00;
;450;Bono social térmico;;255.000,00;
;48;A familias e instituciones sin fines de lucro;;3.951,44;
;480;Bono social térmico;;3.951,44;
;;TOTAL TRANSFERENCIAS CORRIENTES;;286.451,44;
 ; ;;;;
;6;INVERSIONES REALES;;16.086,93;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;32.266,00;
;743;Al IDAE para actuaciones de generación de conocimiento, innovación y dinamización de la Transición energética;;32.266,00;
;76;A Entidades Locales;;2.000,00;
;760;Al Cabildo Insular de la Gomera. Plan Gomera;;2.000,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;34.266,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;82;Concesión de préstamos al Sector Público;;471.220,64;
;821;Préstamos a largo plazo;;471.220,64;
;82107; Al IDAE para el impulso de la eficiencia energética y las energías renovables;430.000,00;;
;;TOTAL ACTIVOS FINANCIEROS;;471.220,64;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE ENERGÍA;;810.235,51;
 ; ;;;;
 ; ;;;;
23.09;;DIRECCIÓN GENERAL DE POLÍTICA ENERGÉTICA Y MINAS;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;3.583,01;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;550,81;
;16000; Seguridad Social;550,81;;
;;TOTAL GASTOS DE PERSONAL;;4.194,86;
 ; ;;;;
;6;INVERSIONES REALES;;11.536,05;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE POLÍTICA ENERGÉTICA Y MINAS;;15.730,91;
 ; ;;;;
 ; ;;;;
;;TOTAL Normativa y desarrollo energético;;825.966,42;
;;



