;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 456E Reto demográfico y lucha contra la despoblación;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.13;;SECRETARÍA GENERAL PARA EL RETO DEMOGRÁFICO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;71,16;
;12;Funcionarios;;348,71;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;66,73;
;16000; Seguridad Social;66,73;;
;;TOTAL GASTOS DE PERSONAL;;486,60;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL PARA EL RETO DEMOGRÁFICO;;486,60;
 ; ;;;;
 ; ;;;;
23.14;;DIRECCIÓN GENERAL DE POLÍTICAS CONTRA LA DESPOBLACIÓN;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;762,81;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;128,50;
;16000; Seguridad Social;128,50;;
;;TOTAL GASTOS DE PERSONAL;;952,35;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;63,87;
;441;A la Universidad Nacional de Educación a Distancia (UNED);;63,87;
;44100; A la Universidad Nacional de Educación a Distancia (UNED), para Campus Rural;63,87;;
;45;A Comunidades Autónomas;;13.193,00;
;451;A Comunidades Autónomas, para actividades en materia de reto demográfico;;13.193,00;
;46;A Entidades Locales;;10.265,10;
;461;A Entidades Locales, para actividades en materia de reto demográfico;;10.265,10;
;47;A empresas privadas;;3.000,00;
;471;A empresas privadas, para actividades en materia de reto demográfico;;3.000,00;
;48;A familias e instituciones sin fines de lucro;;3.387,00;
;481;A familias e instituciones sin fines de lucro, para actividades en materia de reto demográfico;;3.387,00;
;48101; A Fademur, para actuaciones en materia de reto demográfico;129,00;;
;48102; A la FEMP, para actuaciones en materia de reto demográfico;172,00;;
;48103; A Esmontaña, para actuaciones en materia de reto demográfico;86,00;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;29.908,97;
 ; ;;;;
;6;INVERSIONES REALES;;500,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;11.176,86;
;751;A Comunidades Autónomas, para actuaciones en materia de reto demográfico;;11.176,86;
;76;A Entidades Locales;;22.620,30;
;761;A Entidades Locales, para actuaciones en materia de reto demográfico;;22.620,30;
;77;A empresas privadas;;3.000,00;
;771;A empresas privadas, para actividades en materia de reto demográfico;;3.000,00;
;78;A familias e instituciones sin fines de lucro;;3.000,00;
;781;A familias e instituciones sin fines de lucro, para actividades en materia de reto demográfico;;3.000,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;39.797,16;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE POLÍTICAS CONTRA LA DESPOBLACIÓN;;71.158,48;
 ; ;;;;
 ; ;;;;
;;TOTAL Reto demográfico y lucha contra la despoblación;;71.645,08;
;;



