;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 456A Calidad del agua;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;23.05;23.102;23.104;23.105;23.107;23.108;23.110;;Total;
1;GASTOS DE PERSONAL;908,95;;5.846,98;;1.417,12;;747,85;;8.920,90;
12; Funcionarios;763,17;;3.602,13;;786,24;;497,67;;5.649,21;
13; Laborales;;;1.055,07;;230,59;;72,54;;1.358,20;
15; Incentivos al rendimiento;;;108,14;;161,71;;22,89;;292,74;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;145,78;;1.081,64;;238,58;;154,75;;1.620,75;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.164,99;952,00;3.401,04;1.197,61;1.013,10;38,00;;7.766,74;
20; Arrendamientos y cánones;;85,00;37,00;16,89;6,93;;;;145,82;
21; Reparaciones, mantenimiento y conservación;;255,00;285,00;1.084,86;170,77;;;;1.795,63;
22; Material, suministros y otros;;820,99;525,00;2.040,48;984,98;1.013,10;15,00;;5.399,55;
23; Indemnizaciones por razón del servicio;;;105,00;258,81;34,93;;23,00;;421,74;
24; Gastos de publicaciones;;4,00;;;;;;;4,00;
3;GASTOS FINANCIEROS;;17,00;;;;5,00;;;22,00;
35; Intereses de demora y otros gastos financieros;;17,00;;;;5,00;;;22,00;
4;TRANSFERENCIAS CORRIENTES;6.261,75;1,00;;;;;47,02;;6.309,77;
45; A Comunidades Autónomas;;;;;;;47,02;;47,02;
49; Al exterior;6.261,75;1,00;;;;;;;6.262,75;
6;INVERSIONES REALES;206.085,72;1.985,00;4.520,00;11.596,02;1.553,21;15.610,00;320,00;;241.669,95;
60; Inversión nueva en infraestructuras y bienes destinados al uso general;180.085,72;700,00;;;;14.567,00;;;195.352,72;
61; Inversión de reposición en infraestructuras y bienes destinados al uso general;;50,00;;11.596,02;;675,00;;;12.321,02;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;;20,00;320,00;;;50,00;65,65;;455,65;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;;40,00;;;713,21;15,00;;;768,21;
64; Gastos de inversiones de carácter inmaterial;26.000,00;1.175,00;4.200,00;;840,00;303,00;254,35;;32.772,35;
7;TRANSFERENCIAS DE CAPITAL;1,00;;;;;;;;1,00;
75; A Comunidades Autónomas;1,00;;;;;;;;1,00;
;TOTAL;213.257,42;3.167,99;11.318,98;14.997,06;4.167,94;16.628,10;1.152,87;;264.690,36;
;;



