;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 452A Gestión e infraestructuras del agua;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.05;;DIRECCIÓN GENERAL DEL AGUA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;5.628,80;
;13;Laborales;;465,76;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;934,91;
;16000; Seguridad Social;934,91;;
;;TOTAL GASTOS DE PERSONAL;;7.090,51;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;8.000,00;
;451;Para abaratar a los agricultores el sobrecoste de la desalación y de la extracción de agua de pozos y de galerías para el riego agrícola en Canarias;;8.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;8.000,00;
 ; ;;;;
;6;INVERSIONES REALES;;220.800,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;17.000,00;
;742;Sociedad Estatal Aguas de las Cuencas de España, S.A. (ACUAES) para obras de ampliación, remodelación de la EDAR Loiola (Guipuzkoa);;10.000,00;
;743;Sociedad Estatal Aguas de las Cuencas de España, S.A. (ACUAES) para proyecto defensa contra inundaciones del río Zadorra, adecuación hidráulica y restauración ambiental a su paso por Vitoria Gasteiz, tramo puente Abetxuko Yurre;;7.000,00;
;75;A Comunidades Autónomas;;41.501,00;
;751;A la Comunidad Autónoma del País Vasco para regeneración de terrenos en embalse de Ibiur en Baliarrain;;1.500,00;
;752;Convenio con la Junta de Andalucía para el aprovechamiento hidráulico del litoral mediterráneo;;1,00;
;753;A la Comunidad Autónoma de Canarias, para financiar inversiones en actuaciones relativas al ciclo integral del agua;;20.000,00;
;755;A la Comunidad Autónoma de Baleares, para financiar inversiones en actuaciones relativas al ciclo integral del agua;;20.000,00;
;76;A Entidades Locales;;1.805,00;
