;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 29 MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030;
;Programa: 239N Dirección y Servicios Generales de Derechos Sociales y Agenda 2030;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
29.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;208,56;
;11;Personal eventual;;517,75;
;12;Funcionarios;;9.640,93;
;13;Laborales;;2.177,35;
;15;Incentivos al rendimiento;;3.041,11;
;150;Productividad;;2.999,86;
;151;Gratificaciones;;41,25;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.024,45;
;16000; Seguridad Social;1.532,13;;
;16200; Formación y perfeccionamiento del personal;138,08;;
;16204; Acción social;97,58;;
;;TOTAL GASTOS DE PERSONAL;;17.610,15;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;1.042,30;
;202;Arrendamientos de edificios y otras construcciones;;1.023,99;
;21;Reparaciones, mantenimiento y conservación;;465,86;
;22;Material, suministros y otros;;5.892,63;
;22109; Labores Fábrica Nacional Moneda y Timbre;0,54;;
;22502; Locales;1.250,00;;
;22601; Atenciones protocolarias y representativas;63,06;;
;23;Indemnizaciones por razón del servicio;;327,95;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;7.728,74;
 ; ;;;;
;6;INVERSIONES REALES;;1.942,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;42,88;
;830;Préstamos a corto plazo;;2,50;
;831;Préstamos a largo plazo;;40,38;
;;TOTAL ACTIVOS FINANCIEROS;;42,88;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;27.323,77;
 ; ;;;;
 ; ;;;;
29.02;;SECRETARÍA GENERAL TÉCNICA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;1.645,42;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;362,56;
;16000; Seguridad Social;362,56;;
;;TOTAL GASTOS DE PERSONAL;;2.069,02;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;102,40;
;22601; Atenciones protocolarias y representativas;2,40;;
;23;Indemnizaciones por razón del servicio;;87,46;
;24;Gastos de publicaciones;;21,09;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;210,95;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;49;Al exterior;;11,30;
;491;Aportación a organismos y programas internacionales;;11,30;
;;TOTAL TRANSFERENCIAS CORRIENTES;;11,30;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;2.291,27;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Derechos Sociales y Agenda 2030;;29.615,04;
;;



