;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 29 MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030;
;Programa: 313C Seguridad alimentaria y nutrición;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
29.101;;AGENCIA ESPAÑOLA DE SEGURIDAD ALIMENTARIA Y NUTRICIÓN;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;836,98;
;150;Productividad;;832,86;
;151;Gratificaciones;;4,12;
;16000; Seguridad Social;1.895,37;;
;16200; Formación y perfeccionamiento del personal;40,65;;
;16201; Economatos y comedores;40,00;;
;16204; Acción social;29,40;;
;;TOTAL GASTOS DE PERSONAL;;10.990,30;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;65,00;
;22502; Locales;268,18;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;5.350,37;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;5,00;
;352;Intereses de demora;;5,00;
;;TOTAL GASTOS FINANCIEROS;;5,00;
 ; ;;;;
;6;INVERSIONES REALES;;3.168,72;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;30,00;
;831;Préstamos a largo plazo;;30,00;
;;TOTAL ACTIVOS FINANCIEROS;;30,00;
 ; ;;;;
;;TOTAL AGENCIA ESPAÑOLA DE SEGURIDAD ALIMENTARIA Y NUTRICIÓN;;19.544,39;
 ; ;;;;
 ; ;;;;
;;TOTAL Seguridad alimentaria y nutrición;;19.544,39;
;;



