;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 29 MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030;
;Programa: 498M Dirección y Servicios Generales de Consumo;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
29.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;845,94;
;;TOTAL GASTOS DE PERSONAL;;845,94;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;899,00;
;23;Indemnizaciones por razón del servicio;;41,20;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;940,20;
 ; ;;;;
;6;INVERSIONES REALES;;20,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;50,00;
;831;Préstamos a largo plazo;;50,00;
;;TOTAL ACTIVOS FINANCIEROS;;50,00;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;1.856,14;
 ; ;;;;
 ; ;;;;
29.02;;SECRETARÍA GENERAL TÉCNICA;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;158,40;
;;TOTAL GASTOS DE PERSONAL;;158,40;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;21,00;
;23;Indemnizaciones por razón del servicio;;13,00;
;24;Gastos de publicaciones;;35,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;69,00;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;227,40;
 ; ;;;;
 ; ;;;;
29.08;;SECRETARÍA GENERAL DE CONSUMO Y JUEGO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;71,16;
;12;Funcionarios;;244,90;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;70,03;
;16000; Seguridad Social;70,03;;
;;TOTAL GASTOS DE PERSONAL;;386,09;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;874,68;
;22601; Atenciones protocolarias y representativas;4,68;;
;23;Indemnizaciones por razón del servicio;;60,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;934,68;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE CONSUMO Y JUEGO;;1.320,77;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Consumo;;3.404,31;
;;



