;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 492N Regulación y vigilancia de la competencia en el Mercado de Tabacos;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.104;;COMISIONADO PARA EL MERCADO DE TABACOS;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;243,04;
;150;Productividad;;220,18;
;151;Gratificaciones;;22,86;
;16000; Seguridad Social;237,50;;
;16200; Formación y perfeccionamiento del personal;15,60;;
;16201; Economatos y comedores;90,00;;
;16204; Acción social;17,30;;
;;TOTAL GASTOS DE PERSONAL;;3.193,99;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;105,06;;
;22601; Atenciones protocolarias y representativas;2,34;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.443,20;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;90,15;
;352;Intereses de demora;;90,15;
;;TOTAL GASTOS FINANCIEROS;;90,15;
 ; ;;;;
;6;INVERSIONES REALES;;990,57;
 ; ;;;;
;;TOTAL COMISIONADO PARA EL MERCADO DE TABACOS;;8.717,91;
 ; ;;;;
 ; ;;;;
;;TOTAL Regulación y vigilancia de la competencia en el Mercado de Tabacos;;8.717,91;
;;



