;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 92SC C19.I03 Competencias digitales para el empleo. Servicios de carácter general;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;15.101;;Total;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;2.941,00;;2.941,00;
29; Gastos corrientes en bienes y servicios. Mecanismo de Recuperación y Resiliencia;2.941,00;;2.941,00;
;TOTAL;2.941,00;;2.941,00;
;;



