;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 932A Aplicación del sistema tributario estatal;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.302;;AGENCIA ESTATAL DE ADMINISTRACIÓN TRIBUTARIA;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;87.017,18;
;150;Productividad;;86.417,18;
;151;Gratificaciones;;600,00;
;16200; Formación y perfeccionamiento del personal;669,92;;
;16201; Economatos y comedores;92,00;;
;16204; Acción social;2.402,42;;
;;TOTAL GASTOS DE PERSONAL;;1.029.501,18;
 ; ;;;;
;202;Arrendamientos de edificios y otras construcciones;;15.713,03;
;22109; Labores Fábrica Nacional Moneda y Timbre;6.300,00;;
;22502; Locales;8.057,00;;
;22601; Atenciones protocolarias y representativas;146,98;;
;;TOTAL AGENCIA ESTATAL DE ADMINISTRACIÓN TRIBUTARIA;;1.395.873,89;
 ; ;;;;
 ; ;;;;
;;TOTAL Aplicación del sistema tributario estatal;;1.395.873,89;
;;



