;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 931P Control interno y Contabilidad Pública;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.11;;INTERVENCIÓN GENERAL DE LA ADMINISTRACIÓN DEL ESTADO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;71,17;
;12;Funcionarios;;70.630,51;
;13;Laborales;;1.033,52;
;15;Incentivos al rendimiento;;12.368,67;
;150;Productividad;;12.368,67;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;4.750,00;
;16000; Seguridad Social;4.750,00;;
;;TOTAL GASTOS DE PERSONAL;;88.853,87;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;918,82;
;22;Material, suministros y otros;;208,16;
;22601; Atenciones protocolarias y representativas;4,68;;
;23;Indemnizaciones por razón del servicio;;608,48;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.735,46;
 ; ;;;;
;6;INVERSIONES REALES;;1.699,69;
 ; ;;;;
;;TOTAL INTERVENCIÓN GENERAL DE LA ADMINISTRACIÓN DEL ESTADO;;92.289,02;
 ; ;;;;
 ; ;;;;
;;TOTAL Control interno y Contabilidad Pública;;92.289,02;
;;



