;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 000X Transferencias y libramientos internos;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;35.381,00;
;411;Al Parque Móvil del Estado;;35.381,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;35.381,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;71;A Organismos Autónomos;;1.124,00;
;711;Al Parque Móvil del Estado;;1.124,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;1.124,00;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;36.505,00;
 ; ;;;;
 ; ;;;;
15.05;;SECRETARÍA DE ESTADO DE HACIENDA;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;25.078,60;
;410;Al Instituto de Estudios Fiscales;;25.078,60;
;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;1.231.579,10;
;435;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);;1.231.579,10;
;43500; A la A.E.A.T. para gastos de funcionamiento;1.160.876,92;;
;43502; A la A.E.A.T. por compensación de gastos de otros servicios;2.931,45;;
;43503; A la A.E.A.T. por premio de cobranza de los recursos propios de la Unión Europea;67.770,73;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;1.256.657,70;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;71;A Organismos Autónomos;;1.430,00;
;710;Al Instituto de Estudios Fiscales;;1.430,00;
;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;102.991,79;
;735;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);;102.991,79;
;73500; A la A.E.A.T. para gastos de inversiones;102.991,79;;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;104.421,79;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE HACIENDA;;1.361.079,49;
 ; ;;;;
 ; ;;;;
15.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;410;Al Instituto de Estudios Fiscales. Mecanismo de Recuperación y Resiliencia;;2.941,00;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;2.941,00;
 ; ;;;;
 ; ;;;;
15.104;;COMISIONADO PARA EL MERCADO DE TABACOS;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;40;A la Administración del Estado;;21.453,66;
;400;A la Administración del Estado;;20.463,54;
;402;Al Estado, para compensar gastos de gestión centralizada;;990,12;
;;TOTAL TRANSFERENCIAS CORRIENTES;;21.453,66;
 ; ;;;;
;;TOTAL COMISIONADO PARA EL MERCADO DE TABACOS;;21.453,66;
 ; ;;;;
 ; ;;;;
;;TOTAL Transferencias y libramientos internos;;1.421.979,15;
;;



