;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 923N Formación del personal de Economía y Hacienda;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.101;;INSTITUTO DE ESTUDIOS FISCALES;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;292,40;
;150;Productividad;;292,40;
;16000; Seguridad Social;3.866,37;;
;16200; Formación y perfeccionamiento del personal;17,00;;
;16204; Acción social;12,89;;
;;TOTAL GASTOS DE PERSONAL;;15.946,53;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;57,92;
;22502; Locales;23,46;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;8.111,04;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;6,75;
;359;Otros gastos financieros;;6,75;
;;TOTAL GASTOS FINANCIEROS;;6,75;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;210,00;
;480;Becas;;210,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;210,00;
 ; ;;;;
;6;INVERSIONES REALES;;810,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;35,74;
;830;Préstamos a corto plazo;;35,74;
;;TOTAL ACTIVOS FINANCIEROS;;35,74;
 ; ;;;;
;;TOTAL INSTITUTO DE ESTUDIOS FISCALES;;25.120,06;
 ; ;;;;
 ; ;;;;
;;TOTAL Formación del personal de Economía y Hacienda;;25.120,06;
;;



