;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 462N Investigación y estudios estadísticos y económicos;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.101;;INSTITUTO DE ESTUDIOS FISCALES;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;671,96;
;150;Productividad;;671,96;
;16000; Seguridad Social;353,93;;
;16200; Formación y perfeccionamiento del personal;17,00;;
;16204; Acción social;11,34;;
;;TOTAL GASTOS DE PERSONAL;;4.961,20;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22601; Atenciones protocolarias y representativas;2,34;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;708,89;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;186,19;
;480;Becas;;186,19;
;;TOTAL TRANSFERENCIAS CORRIENTES;;186,19;
 ; ;;;;
;6;INVERSIONES REALES;;620,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;35,74;
;830;Préstamos a corto plazo;;35,74;
;;TOTAL ACTIVOS FINANCIEROS;;35,74;
 ; ;;;;
;;TOTAL INSTITUTO DE ESTUDIOS FISCALES;;6.512,02;
 ; ;;;;
 ; ;;;;
;;TOTAL Investigación y estudios estadísticos y económicos;;6.512,02;
;;



