;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 931Q Control y Supervisión de la Política Fiscal;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.301;;AUTORIDAD INDEPENDIENTE DE RESPONSABILIDAD FISCAL;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;1.505,15;
;150;Productividad;;1.505,15;
;16200; Formación y perfeccionamiento del personal;90,00;;
;16201; Economatos y comedores;110,00;;
;16204; Acción social;55,00;;
;;TOTAL GASTOS DE PERSONAL;;6.731,21;
 ; ;;;;
;202;Arrendamientos de edificios y otras construcciones;;100,00;
;22601; Atenciones protocolarias y representativas;4,68;;
;;TOTAL AUTORIDAD INDEPENDIENTE DE RESPONSABILIDAD FISCAL;;10.578,90;
 ; ;;;;
 ; ;;;;
;;TOTAL Control y Supervisión de la Política Fiscal;;10.578,90;
;;



